formula_id,variant_id,stock_code,sell_rule,holding_days,signal_count,win_rate,avg_ret,avg_dd,calmar,delay_buy_rate,delay_sell_rate,score,params
activity_breakout,local_optuna_t24_vsplit,002637,formula_exit_or_10,10,16,0.625000,0.026188,-0.030050,0.871464,0.000000,0.000000,56.201071,"{""big_bull_line"": 7.0, ""max_close_ret"": 13.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 12, ""strong_line"": 2.5, ""x15_multiplier"": 1.0}"
gs_raw_buy,local_optuna_t24_vsplit,002637,fixed_10,10,25,0.720000,0.032092,-0.031732,1.011345,0.040000,0.000000,62.302725,"{""down_adjust"": 0.96, ""ema_fallback_span"": 4, ""iterations"": 11, ""signal_cooldown_days"": 16, ""up_adjust"": 1.01, ""x3_ma_windows"": [5, 10, 20, 30]}"
activity_breakout,local_optuna_t24_vsplit,002641,formula_exit_or_5,5,56,0.625000,0.018345,-0.013541,1.354741,0.000000,0.000000,54.696026,"{""big_bull_line"": 5.0, ""max_close_ret"": 10.0, ""min_close_ret"": 1.0, ""signal_cooldown_days"": 7, ""strong_line"": 4.0, ""x15_multiplier"": 1.8}"
gs_raw_buy,local_optuna_t24_vsplit,002642,fixed_60,60,44,0.522727,0.048055,-0.153350,0.313365,0.000000,0.022727,61.048644,"{""down_adjust"": 0.99, ""ema_fallback_span"": 3, ""iterations"": 7, ""signal_cooldown_days"": 9, ""up_adjust"": 1.03, ""x3_ma_windows"": [3, 8, 13, 21]}"
activity_breakout,local_optuna_t24_vsplit,002660,fixed_60,60,22,0.590909,0.044145,-0.154345,0.286017,0.045455,0.000000,60.775541,"{""big_bull_line"": 8.5, ""max_close_ret"": 8.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 11, ""strong_line"": 3.5, ""x15_multiplier"": 1.3}"
activity_breakout,local_optuna_t24_vsplit,002662,fixed_5,5,11,0.909091,0.061655,-0.026700,2.309159,0.000000,0.000000,83.818522,"{""big_bull_line"": 9.0, ""max_close_ret"": 9.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 12, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
activity_breakout,local_optuna_t24_vsplit,002664,fixed_20,20,31,0.709677,0.072681,-0.083571,0.869688,0.032258,0.000000,70.316181,"{""big_bull_line"": 7.0, ""max_close_ret"": 10.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 8, ""strong_line"": 4.0, ""x15_multiplier"": 1.1}"
activity_breakout,local_optuna_t24_vsplit,002670,fixed_30,30,35,0.657143,0.063994,-0.094351,0.678255,0.028571,0.000000,67.819844,"{""big_bull_line"": 6.0, ""max_close_ret"": 8.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 9, ""strong_line"": 3.5, ""x15_multiplier"": 1.0}"
gs_pullback_confirm,local_optuna_t24_vsplit,002672,fixed_60,60,14,1.000000,0.077193,-0.057764,1.336342,0.000000,0.000000,81.681711,"{""ma_pull_high"": 0.99, ""ma_pull_low"": 0.7200000000000001, ""maxlen_max"": 23, ""maxrun_max"": 9, ""rate_min"": 25, ""sellpct_max"": 55}"
activity_breakout,local_optuna_t24_vsplit,002678,fixed_20,20,12,0.833333,0.068008,-0.056975,1.193652,0.000000,0.000000,75.968261,"{""big_bull_line"": 8.0, ""max_close_ret"": 8.0, ""min_close_ret"": 0.5, ""signal_cooldown_days"": 11, ""strong_line"": 2.5, ""x15_multiplier"": 1.0}"
volume_base_breakout,local_optuna_t24_vsplit,002679,fixed_60,60,17,0.705882,0.087512,-0.086465,1.012110,0.000000,0.000000,71.237019,"{""amount_spike_ratio"": 2.8, ""base_ceiling"": 1.24, ""base_floor"": 0.8200000000000001, ""base_max_days"": 105, ""base_min_days"": 25, ""base_range_max"": 0.45, ""breakout_max_extension"": 1.07, ""breakout_near_high"": 0.9, ""dry_ratio"": 0.35, ""signal_cooldown_days"": 16, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.18, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 0.8}"
gs_raw_buy,local_optuna_t24_vsplit,002689,fixed_30,30,43,0.604651,0.050951,-0.111842,0.455564,0.023256,0.000000,65.184798,"{""down_adjust"": 0.98, ""ema_fallback_span"": 6, ""iterations"": 7, ""signal_cooldown_days"": 9, ""up_adjust"": 1.01, ""x3_ma_windows"": [3, 8, 13, 21]}"
activity_breakout,local_optuna_t24_vsplit,002695,fixed_60,60,15,0.800000,0.062827,-0.102467,0.613142,0.000000,0.000000,72.065712,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 11, ""strong_line"": 3.5, ""x15_multiplier"": 1.2}"
gs_raw_buy,local_optuna_t24_vsplit,002696,fixed_60,60,40,0.625000,0.043143,-0.125255,0.344437,0.025000,0.000000,61.793437,"{""down_adjust"": 0.97, ""ema_fallback_span"": 6, ""iterations"": 8, ""signal_cooldown_days"": 6, ""up_adjust"": 1.04, ""x3_ma_windows"": [3, 8, 13, 21]}"
activity_breakout,local_optuna_t24_vsplit,002707,fixed_60,60,53,0.566038,0.028755,-0.148591,0.193516,0.018868,0.000000,52.137394,"{""big_bull_line"": 5.5, ""max_close_ret"": 9.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 11, ""strong_line"": 4.5, ""x15_multiplier"": 1.5}"
gs_pullback_confirm,local_optuna_t24_vsplit,002707,fixed_15,15,13,0.692308,0.075623,-0.087392,0.865329,0.000000,0.000000,70.095875,"{""ma_pull_high"": 0.99, ""ma_pull_low"": 0.8200000000000001, ""maxlen_max"": 15, ""maxrun_max"": 10, ""rate_min"": 25, ""sellpct_max"": 60}"
activity_breakout,local_optuna_t24_vsplit,002715,fixed_60,60,16,0.687500,0.199050,-0.159837,1.245327,0.125000,0.000000,70.601636,"{""big_bull_line"": 9.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.5, ""signal_cooldown_days"": 12, ""strong_line"": 3.0, ""x15_multiplier"": 1.0}"
activity_breakout,local_optuna_t24_vsplit,002718,fixed_60,60,38,0.842105,0.341105,-0.124466,2.740554,0.000000,0.000000,83.965930,"{""big_bull_line"": 8.5, ""max_close_ret"": 8.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 6, ""strong_line"": 3.5, ""x15_multiplier"": 1.6}"
activity_breakout,local_optuna_t24_vsplit,002719,formula_exit_or_5,5,46,0.630435,0.039637,-0.043298,0.915449,0.021739,0.000000,63.091376,"{""big_bull_line"": 9.0, ""max_close_ret"": 14.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 13, ""strong_line"": 3.5, ""x15_multiplier"": 1.8}"
activity_breakout,local_optuna_t24_vsplit,002725,fixed_60,60,55,0.563636,0.053007,-0.147104,0.360340,0.036364,0.036364,62.983516,"{""big_bull_line"": 5.0, ""max_close_ret"": 8.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 13, ""strong_line"": 4.0, ""x15_multiplier"": 1.6}"
activity_breakout,local_optuna_t24_vsplit,002729,formula_exit_or_5,5,45,0.533333,0.016162,-0.028449,0.568114,0.066667,0.000000,46.255016,"{""big_bull_line"": 5.0, ""max_close_ret"": 12.0, ""min_close_ret"": 2.0, ""signal_cooldown_days"": 14, ""strong_line"": 4.0, ""x15_multiplier"": 1.6}"
gs_pullback_confirm,local_optuna_t24_vsplit,002738,fixed_10,10,21,1.000000,0.115114,-0.036800,3.128106,0.000000,0.000000,90.640528,"{""ma_pull_high"": 1.0, ""ma_pull_low"": 0.8, ""maxlen_max"": 14, ""maxrun_max"": 5, ""rate_min"": 50, ""sellpct_max"": 60}"
activity_breakout,local_optuna_t24_vsplit,002742,formula_exit_or_10,10,21,0.619048,0.069457,-0.033190,2.092683,0.000000,0.000000,74.034843,"{""big_bull_line"": 7.5, ""max_close_ret"": 12.0, ""min_close_ret"": 0.5, ""signal_cooldown_days"": 13, ""strong_line"": 3.5, ""x15_multiplier"": 1.1}"
activity_breakout,local_optuna_t24_vsplit,002745,formula_exit_or_5,5,33,0.666667,0.020636,-0.020230,1.020072,0.000000,0.000000,55.418541,"{""big_bull_line"": 7.5, ""max_close_ret"": 11.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 12, ""strong_line"": 3.0, ""x15_multiplier"": 1.6}"
volume_base_breakout,local_optuna_t24_vsplit,002746,formula_exit_or_5,5,12,0.500000,0.002200,-0.010450,0.210526,0.000000,0.000000,37.152632,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.4, ""base_floor"": 0.88, ""base_max_days"": 100, ""base_min_days"": 20, ""base_range_max"": 0.25, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.39999999999999997, ""signal_cooldown_days"": 11, ""spike_lookback"": 70, ""spike_ratio"": 2.4, ""warm_ret_max"": 0.24, ""warm_ret_min"": 0.019999999999999997, ""warm_vol_ratio"": 1.05}"
volume_base_breakout,local_optuna_t24_vsplit,002747,fixed_10,10,9,0.888889,0.096433,-0.039167,2.462128,0.000000,0.000000,82.509873,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.44, ""base_floor"": 0.86, ""base_max_days"": 110, ""base_min_days"": 35, ""base_range_max"": 0.43, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 11, ""spike_lookback"": 120, ""spike_ratio"": 2.6, ""warm_ret_max"": 0.18, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 1.0}"
activity_breakout,local_optuna_t24_vsplit,002766,fixed_10,10,44,0.568182,0.039050,-0.068782,0.567737,0.022727,0.000000,59.181868,"{""big_bull_line"": 5.5, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 11, ""strong_line"": 3.5, ""x15_multiplier"": 1.2}"
gs_raw_buy,local_optuna_t24_vsplit,002769,fixed_60,60,35,0.600000,0.068640,-0.159143,0.431311,0.028571,0.028571,64.585124,"{""down_adjust"": 0.99, ""ema_fallback_span"": 6, ""iterations"": 6, ""signal_cooldown_days"": 14, ""up_adjust"": 1.01, ""x3_ma_windows"": [3, 8, 13, 21]}"
activity_breakout,local_optuna_t24_vsplit,002772,fixed_60,60,15,0.866667,0.126233,-0.103500,1.219646,0.133333,0.000000,75.764895,"{""big_bull_line"": 7.5, ""max_close_ret"": 9.0, ""min_close_ret"": 0.5, ""signal_cooldown_days"": 10, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
activity_breakout,local_optuna_t24_vsplit,002777,fixed_20,20,28,0.500000,0.047461,-0.106371,0.446179,0.071429,0.035714,59.889824,"{""big_bull_line"": 9.0, ""max_close_ret"": 13.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 14, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
activity_breakout,local_optuna_t24_vsplit,002778,fixed_30,30,18,0.777778,0.124683,-0.072428,1.721485,0.000000,0.000000,76.940758,"{""big_bull_line"": 8.0, ""max_close_ret"": 8.0, ""min_close_ret"": 1.0, ""signal_cooldown_days"": 9, ""strong_line"": 3.0, ""x15_multiplier"": 1.1}"
gs_pullback_confirm,local_optuna_t24_vsplit,002778,fixed_30,30,16,0.937500,0.093637,-0.055931,1.674154,0.000000,0.000000,81.495768,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.76, ""maxlen_max"": 14, ""maxrun_max"": 10, ""rate_min"": 25, ""sellpct_max"": 55}"
gs_raw_buy,local_optuna_t24_vsplit,002786,fixed_10,10,31,0.677419,0.047258,-0.068503,0.689866,0.000000,0.000000,67.400944,"{""down_adjust"": 0.96, ""ema_fallback_span"": 4, ""iterations"": 7, ""signal_cooldown_days"": 13, ""up_adjust"": 1.01, ""x3_ma_windows"": [5, 10, 20, 30]}"
activity_breakout,local_optuna_t24_vsplit,002793,fixed_5,5,22,0.590909,0.053386,-0.045909,1.162871,0.000000,0.000000,68.541629,"{""big_bull_line"": 8.5, ""max_close_ret"": 8.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 13, ""strong_line"": 2.5, ""x15_multiplier"": 1.4}"
activity_breakout,local_optuna_t24_vsplit,002799,fixed_5,5,35,0.628571,0.020351,-0.045334,0.448919,0.000000,0.000000,51.277453,"{""big_bull_line"": 7.5, ""max_close_ret"": 9.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 11, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
activity_breakout,local_optuna_t24_vsplit,002805,fixed_15,15,31,0.709677,0.057919,-0.069035,0.838979,0.032258,0.032258,69.840059,"{""big_bull_line"": 7.5, ""max_close_ret"": 9.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 8, ""strong_line"": 2.5, ""x15_multiplier"": 1.1}"
gs_raw_buy,local_optuna_t24_vsplit,002806,fixed_60,60,30,0.666667,0.039583,-0.156893,0.252295,0.033333,0.000000,60.719806,"{""down_adjust"": 0.99, ""ema_fallback_span"": 3, ""iterations"": 7, ""signal_cooldown_days"": 16, ""up_adjust"": 1.03, ""x3_ma_windows"": [5, 10, 20, 30]}"
volume_base_breakout,local_optuna_t24_vsplit,002806,fixed_10,10,10,1.000000,0.051460,-0.033450,1.538416,0.000000,0.000000,81.991759,"{""amount_spike_ratio"": 3.2, ""base_ceiling"": 1.4, ""base_floor"": 0.8, ""base_max_days"": 105, ""base_min_days"": 25, ""base_range_max"": 0.29, ""breakout_max_extension"": 1.09, ""breakout_near_high"": 0.91, ""dry_ratio"": 0.35, ""signal_cooldown_days"": 10, ""spike_lookback"": 70, ""spike_ratio"": 2.6, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.85}"
activity_breakout,local_optuna_t24_vsplit,002815,fixed_5,5,48,0.645833,0.017627,-0.034306,0.513816,0.020833,0.000000,50.549286,"{""big_bull_line"": 5.0, ""max_close_ret"": 12.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 14, ""strong_line"": 4.0, ""x15_multiplier"": 1.3}"
gs_pullback_confirm,local_optuna_t24_vsplit,002816,formula_exit_or_10,10,10,0.900000,0.023080,-0.026120,0.883614,0.000000,0.000000,62.257751,"{""ma_pull_high"": 1.03, ""ma_pull_low"": 0.8200000000000001, ""maxlen_max"": 24, ""maxrun_max"": 8, ""rate_min"": 25, ""sellpct_max"": 70}"
activity_breakout,local_optuna_t24_vsplit,002817,formula_exit_or_10,10,21,0.761905,0.057176,-0.026776,2.135337,0.000000,0.000000,78.533828,"{""big_bull_line"": 8.5, ""max_close_ret"": 13.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 10, ""strong_line"": 2.5, ""x15_multiplier"": 1.6}"
activity_breakout,local_optuna_t24_vsplit,002820,formula_exit_or_10,10,41,0.536585,0.047437,-0.032849,1.444090,0.000000,0.024390,66.792400,"{""big_bull_line"": 7.5, ""max_close_ret"": 14.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 12, ""strong_line"": 4.0, ""x15_multiplier"": 1.7000000000000002}"
activity_breakout,local_optuna_t24_vsplit,002827,fixed_60,60,40,0.675000,0.119650,-0.126915,0.942757,0.025000,0.000000,69.713785,"{""big_bull_line"": 6.0, ""max_close_ret"": 10.0, ""min_close_ret"": 2.0, ""signal_cooldown_days"": 6, ""strong_line"": 2.5, ""x15_multiplier"": 1.0}"
gs_pullback_confirm,local_optuna_t24_vsplit,002827,fixed_20,20,10,0.900000,0.103920,-0.076180,1.364138,0.000000,0.000000,78.120369,"{""ma_pull_high"": 1.03, ""ma_pull_low"": 0.68, ""maxlen_max"": 17, ""maxrun_max"": 11, ""rate_min"": 25, ""sellpct_max"": 50}"
activity_breakout,local_optuna_t24_vsplit,002828,fixed_60,60,79,0.569620,0.037871,-0.133766,0.283113,0.012658,0.012658,57.186453,"{""big_bull_line"": 5.5, ""max_close_ret"": 12.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 6, ""strong_line"": 4.0, ""x15_multiplier"": 1.6}"
gs_raw_buy,local_optuna_t24_vsplit,002839,formula_exit_or_5,5,36,0.555556,0.012586,-0.007475,1.683761,0.000000,0.000000,51.378526,"{""down_adjust"": 0.96, ""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 16, ""up_adjust"": 1.01, ""x3_ma_windows"": [3, 5, 10, 20]}"
gs_pullback_confirm,local_optuna_t24_vsplit,002842,fixed_60,60,15,1.000000,0.228753,-0.086027,2.659098,0.000000,0.000000,88.295490,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.7000000000000001, ""maxlen_max"": 20, ""maxrun_max"": 12, ""rate_min"": 25, ""sellpct_max"": 45}"
activity_breakout,local_optuna_t24_vsplit,002847,fixed_15,15,40,0.600000,0.043068,-0.050048,0.860532,0.000000,0.000000,63.836412,"{""big_bull_line"": 8.5, ""max_close_ret"": 8.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 11, ""strong_line"": 3.0, ""x15_multiplier"": 1.7000000000000002}"
volume_base_breakout,local_optuna_t24_vsplit,002848,fixed_20,20,9,0.888889,0.125189,-0.044044,2.842331,0.000000,0.000000,84.410890,"{""amount_spike_ratio"": 2.0, ""base_ceiling"": 1.24, ""base_floor"": 0.88, ""base_max_days"": 85, ""base_min_days"": 25, ""base_range_max"": 0.33, ""breakout_max_extension"": 1.07, ""breakout_near_high"": 0.93, ""dry_ratio"": 0.39999999999999997, ""signal_cooldown_days"": 17, ""spike_lookback"": 70, ""spike_ratio"": 2.6, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 0.85}"
activity_breakout,local_optuna_t24_vsplit,002849,fixed_15,15,19,0.736842,0.093753,-0.065942,1.421742,0.052632,0.000000,73.687655,"{""big_bull_line"": 8.0, ""max_close_ret"": 8.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 11, ""strong_line"": 3.5, ""x15_multiplier"": 1.0}"
gs_pullback_confirm,local_optuna_t24_vsplit,002852,fixed_60,60,10,1.000000,0.212500,-0.043570,4.877209,0.000000,0.000000,94.299681,"{""ma_pull_high"": 0.97, ""ma_pull_low"": 0.76, ""maxlen_max"": 22, ""maxrun_max"": 6, ""rate_min"": 45, ""sellpct_max"": 55}"
volume_base_breakout,local_optuna_t24_vsplit,002856,formula_exit_or_60,60,10,0.700000,0.072440,-0.025460,2.845247,0.100000,0.000000,78.525918,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.3, ""base_floor"": 0.83, ""base_max_days"": 95, ""base_min_days"": 40, ""base_range_max"": 0.27, ""breakout_max_extension"": 1.11, ""breakout_near_high"": 0.91, ""dry_ratio"": 0.35, ""signal_cooldown_days"": 14, ""spike_lookback"": 90, ""spike_ratio"": 2.6, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 0.8}"
activity_breakout,local_optuna_t24_vsplit,002866,fixed_10,10,39,0.666667,0.045210,-0.084905,0.532480,0.000000,0.025641,65.011116,"{""big_bull_line"": 5.0, ""max_close_ret"": 11.0, ""min_close_ret"": 2.0, ""signal_cooldown_days"": 14, ""strong_line"": 2.5, ""x15_multiplier"": 1.0}"
volume_base_breakout,local_optuna_t24_vsplit,002866,fixed_5,5,9,1.000000,0.062356,-0.023567,2.645922,0.000000,0.000000,86.762177,"{""amount_spike_ratio"": 2.8, ""base_ceiling"": 1.26, ""base_floor"": 0.78, ""base_max_days"": 100, ""base_min_days"": 20, ""base_range_max"": 0.39, ""breakout_max_extension"": 1.07, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 15, ""spike_lookback"": 70, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.16, ""warm_ret_min"": -0.01, ""warm_vol_ratio"": 0.75}"
gs_pullback_confirm,local_optuna_t24_vsplit,002868,fixed_60,60,17,0.941176,0.869782,-0.080059,10.864291,0.058824,0.000000,92.647059,"{""ma_pull_high"": 1.03, ""ma_pull_low"": 0.68, ""maxlen_max"": 17, ""maxrun_max"": 6, ""rate_min"": 55, ""sellpct_max"": 55}"
volume_base_breakout,local_optuna_t24_vsplit,002868,fixed_60,60,11,0.909091,0.392755,-0.103255,3.803751,0.181818,0.000000,89.473299,"{""amount_spike_ratio"": 2.0, ""base_ceiling"": 1.42, ""base_floor"": 0.85, ""base_max_days"": 110, ""base_min_days"": 35, ""base_range_max"": 0.41000000000000003, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.9, ""dry_ratio"": 0.39999999999999997, ""signal_cooldown_days"": 11, ""spike_lookback"": 70, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.26, ""warm_ret_min"": 0.019999999999999997, ""warm_vol_ratio"": 0.75}"
activity_breakout,local_optuna_t24_vsplit,002876,fixed_15,15,13,0.615385,0.078515,-0.068846,1.140447,0.000000,0.000000,69.163773,"{""big_bull_line"": 9.0, ""max_close_ret"": 9.0, ""min_close_ret"": 0.5, ""signal_cooldown_days"": 7, ""strong_line"": 3.0, ""x15_multiplier"": 1.0}"
gs_raw_buy,local_optuna_t24_vsplit,002877,fixed_60,60,37,0.459459,0.036062,-0.136381,0.264422,0.027027,0.027027,52.596434,"{""down_adjust"": 0.99, ""ema_fallback_span"": 7, ""iterations"": 10, ""signal_cooldown_days"": 16, ""up_adjust"": 1.03, ""x3_ma_windows"": [3, 8, 13, 21]}"
gs_pullback_confirm,local_optuna_t24_vsplit,002880,formula_exit_or_10,10,16,0.937500,0.034662,-0.030606,1.132530,0.000000,0.000000,71.118901,"{""ma_pull_high"": 0.99, ""ma_pull_low"": 0.7000000000000001, ""maxlen_max"": 15, ""maxrun_max"": 12, ""rate_min"": 25, ""sellpct_max"": 65}"
activity_breakout,local_optuna_t24_vsplit,002886,fixed_5,5,66,0.575758,0.018761,-0.047959,0.391179,0.015152,0.000000,48.457412,"{""big_bull_line"": 5.0, ""max_close_ret"": 13.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 11, ""strong_line"": 2.5, ""x15_multiplier"": 1.8}"
gs_pullback_confirm,local_optuna_t24_vsplit,002886,fixed_60,60,12,0.666667,0.070758,-0.189908,0.372592,0.000000,0.000000,66.862960,"{""ma_pull_high"": 1.0, ""ma_pull_low"": 0.76, ""maxlen_max"": 22, ""maxrun_max"": 10, ""rate_min"": 25, ""sellpct_max"": 65}"
activity_breakout,local_optuna_t24_vsplit,002887,fixed_5,5,19,0.789474,0.058353,-0.031347,1.861484,0.000000,0.000000,77.991632,"{""big_bull_line"": 9.0, ""max_close_ret"": 9.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 6, ""strong_line"": 3.5, ""x15_multiplier"": 1.6}"
gs_raw_buy,local_optuna_t24_vsplit,002890,fixed_20,20,35,0.657143,0.033954,-0.052831,0.642691,0.000000,0.000000,59.904884,"{""down_adjust"": 0.96, ""ema_fallback_span"": 4, ""iterations"": 11, ""signal_cooldown_days"": 8, ""up_adjust"": 1.02, ""x3_ma_windows"": [5, 10, 20, 30]}"
activity_breakout,local_optuna_t24_vsplit,002893,fixed_10,10,48,0.541667,0.026354,-0.054154,0.486651,0.020833,0.000000,51.652004,"{""big_bull_line"": 5.0, ""max_close_ret"": 9.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.6}"
gs_raw_buy,local_optuna_t24_vsplit,002901,fixed_60,60,45,0.533333,0.038713,-0.142340,0.271978,0.022222,0.022222,56.272112,"{""down_adjust"": 0.98, ""ema_fallback_span"": 7, ""iterations"": 12, ""signal_cooldown_days"": 6, ""up_adjust"": 1.02, ""x3_ma_windows"": [3, 8, 13, 21]}"
activity_breakout,local_optuna_t24_vsplit,002903,fixed_60,60,69,0.565217,0.079517,-0.147801,0.538001,0.000000,0.000000,64.646529,"{""big_bull_line"": 5.5, ""max_close_ret"": 11.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.8}"
activity_breakout,local_optuna_t24_vsplit,002905,fixed_60,60,45,0.600000,0.043891,-0.157231,0.279150,0.000000,0.000000,61.341307,"{""big_bull_line"": 5.5, ""max_close_ret"": 11.0, ""min_close_ret"": 1.5, ""signal_cooldown_days"": 14, ""strong_line"": 3.0, ""x15_multiplier"": 1.5}"
activity_breakout,local_optuna_t24_vsplit,002906,formula_exit_or_30,30,44,0.454545,0.021582,-0.028159,0.766425,0.045455,0.000000,47.804850,"{""big_bull_line"": 7.5, ""max_close_ret"": 10.0, ""min_close_ret"": 2.0, ""signal_cooldown_days"": 14, ""strong_line"": 4.0, ""x15_multiplier"": 1.7000000000000002}"
activity_breakout,local_optuna_t24_vsplit,002909,fixed_60,60,32,0.593750,0.124431,-0.133353,0.933096,0.000000,0.000000,67.477979,"{""big_bull_line"": 6.0, ""max_close_ret"": 9.0, ""min_close_ret"": 1.0, ""signal_cooldown_days"": 6, ""strong_line"": 4.5, ""x15_multiplier"": 1.2}"
activity_breakout,local_optuna_t24_vsplit,002927,fixed_60,60,88,0.568182,0.050047,-0.144242,0.346963,0.011364,0.000000,63.666631,"{""big_bull_line"": 5.0, ""max_close_ret"": 14.0, ""min_close_ret"": -0.5, ""signal_cooldown_days"": 6, ""strong_line"": 3.5, ""x15_multiplier"": 1.8}"
activity_breakout,local_optuna_t24_vsplit,002932,formula_exit_or_10,10,23,0.478261,0.019770,-0.012726,1.553468,0.000000,0.000000,51.999947,"{""big_bull_line"": 9.0, ""max_close_ret"": 9.0, ""min_close_ret"": 2.0, ""signal_cooldown_days"": 7, ""strong_line"": 2.5, ""x15_multiplier"": 1.5}"
gs_raw_buy,local_optuna_t24_vsplit,002941,fixed_60,60,32,0.593750,0.056925,-0.112263,0.507070,0.062500,0.000000,64.722852,"{""down_adjust"": 0.97, ""ema_fallback_span"": 4, ""iterations"": 12, ""signal_cooldown_days"": 15, ""up_adjust"": 1.04, ""x3_ma_windows"": [3, 8, 13, 21]}"
gs_raw_buy,local_optuna_t24_vsplit,002946,fixed_30,30,33,0.575758,0.034261,-0.072633,0.471693,0.000000,0.000000,56.761493,"{""down_adjust"": 0.97, ""ema_fallback_span"": 6, ""iterations"": 6, ""signal_cooldown_days"": 14, ""up_adjust"": 1.03, ""x3_ma_windows"": [5, 10, 20, 30]}"
volume_base_breakout,local_optuna_t24_vsplit,002949,fixed_5,5,11,0.909091,0.067082,-0.021155,3.171036,0.090909,0.000000,87.218815,"{""amount_spike_ratio"": 2.4, ""base_ceiling"": 1.5, ""base_floor"": 0.76, ""base_max_days"": 90, ""base_min_days"": 40, ""base_range_max"": 0.41000000000000003, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.9, ""dry_ratio"": 0.35, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 2.4, ""warm_ret_max"": 0.22, ""warm_ret_min"": -0.01, ""warm_vol_ratio"": 0.8}"
gs_raw_buy,local_optuna_t24_vsplit,002950,fixed_20,20,29,0.517241,0.028393,-0.062014,0.457851,0.000000,0.000000,52.003050,"{""down_adjust"": 0.98, ""ema_fallback_span"": 6, ""iterations"": 6, ""signal_cooldown_days"": 15, ""up_adjust"": 1.01, ""x3_ma_windows"": [5, 10, 20, 30]}"
activity_breakout,local_optuna_t24_vsplit,002953,fixed_5,5,21,0.523810,0.024233,-0.041129,0.589209,0.095238,0.000000,49.824618,"{""big_bull_line"": 8.0, ""max_close_ret"": 14.0, ""min_close_ret"": -1.0, ""signal_cooldown_days"": 11, ""strong_line"": 3.5, ""x15_multiplier"": 1.0}"
