stock_code,formula_id,merge_decision,merge_reason,old_variant_id,new_variant_id,old_sell_rule,new_sell_rule,old_score,new_score,score_delta,old_validation_score,new_validation_score,validation_score_delta,new_signal_count,new_validation_signal_count,new_win_rate,new_validation_win_rate,new_avg_ret,new_validation_avg_ret,trials,validation_ratio,replacement_params
600986,ma_base_breakout,reject,baseline_score<0.0; signals<6; avg_ret<=0; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600136,activity_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002562,gs_pullback_confirm,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688981,activity_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002406,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300109,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601009,activity_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002585,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600990,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600774,ma_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300739,gs_pullback_confirm,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601225,activity_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
002441,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002696,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601700,volume_base_breakout,reject,validation_signals<3,,,,,,,,,,,,,,,,,,,
603667,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300559,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
000860,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301049,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
603020,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600787,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
605566,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600918,gs_pullback_confirm,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
605162,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
603936,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000731,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603787,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002579,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
688162,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600516,activity_breakout,reject,win_rate<0.45,,,,,,,,,,,,,,,,,,,
688619,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002498,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
000957,gs_pullback_confirm,reject,signals<6; win_rate<0.45; avg_ret<=0; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
300982,gs_pullback_confirm,reject,signals<6; win_rate<0.45; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
605007,volume_base_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300566,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
601588,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600819,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600057,volume_base_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300377,gs_pullback_confirm,reject,baseline_score<0.0; signals<6; avg_ret<=0; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688363,volume_base_breakout,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600368,activity_breakout,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301510,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002178,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
002977,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
605180,gs_pullback_confirm,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300952,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
301021,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600261,volume_base_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688360,volume_base_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600310,volume_base_breakout,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603289,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688062,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002838,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300705,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002039,volume_base_breakout,reject,validation_signals<3,,,,,,,,,,,,,,,,,,,
603382,activity_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
603109,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603458,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002942,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002869,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301023,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002326,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000061,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300318,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002119,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600877,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002753,volume_base_breakout,reject,signals<6; validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600590,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
603324,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
300354,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002339,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300161,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600608,activity_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300852,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002247,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
301509,gs_raw_buy,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
600892,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
001287,gs_pullback_confirm,reject,signals<6; avg_ret<=0; validation_signals<3,,,,,,,,,,,,,,,,,,,
002139,gs_pullback_confirm,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002476,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600201,volume_base_breakout,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603032,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688293,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600956,gs_pullback_confirm,reject,avg_ret<=0; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
002176,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600560,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000981,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603530,gs_pullback_confirm,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002096,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688303,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688455,activity_breakout,reject,validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600033,volume_base_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300667,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000736,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688021,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300265,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600998,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688113,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300345,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600195,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300957,volume_base_breakout,reject,validation_signals<3,,,,,,,,,,,,,,,,,,,
688112,activity_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601066,gs_pullback_confirm,reject,avg_ret<=0; validation_signals<3,,,,,,,,,,,,,,,,,,,
002380,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600798,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
003816,volume_base_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300787,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002510,gs_pullback_confirm,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600252,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002123,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
000159,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000761,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300473,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600496,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000921,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
000802,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
002832,ma_base_breakout,reject,baseline_score<0.0; signals<6; avg_ret<=0; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603517,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002675,gs_pullback_confirm,reject,validation_signals<3; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
603312,activity_breakout,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
600540,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603067,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603298,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300784,activity_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603200,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002402,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688733,ma_base_breakout,reject,baseline_score<0.0; signals<6; win_rate<0.45; avg_ret<=0; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603255,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
300437,ma_base_breakout,reject,baseline_score<0.0; signals<6; win_rate<0.45; avg_ret<=0; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
605006,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601888,activity_breakout,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
300580,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002042,volume_base_breakout,reject,signals<6; validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000056,activity_breakout,reject,win_rate<0.45; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300898,activity_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002939,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
002228,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
301069,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300961,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000411,volume_base_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002881,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300910,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000999,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
300739,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
301550,gs_pullback_confirm,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
605005,volume_base_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002145,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600505,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
002791,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300245,gs_pullback_confirm,reject,win_rate<0.45; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601933,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000632,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301170,volume_base_breakout,reject,validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
605089,volume_base_breakout,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000419,gs_pullback_confirm,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603637,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002522,volume_base_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300514,ma_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002642,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
601136,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600054,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002676,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300226,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601601,ma_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603589,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002243,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688525,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
001239,activity_breakout,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
300452,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
603903,volume_base_breakout,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301019,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688097,gs_pullback_confirm,reject,validation_signals<3,,,,,,,,,,,,,,,,,,,
605166,volume_base_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301378,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600165,ma_base_breakout,reject,baseline_score<0.0; signals<6; win_rate<0.45; avg_ret<=0; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688135,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600886,activity_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300025,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300287,volume_base_breakout,reject,signals<6; missing_metric=optuna_validation_signal_count; missing_metric=optuna_validation_win_rate; missing_metric=optuna_validation_avg_ret; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688615,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
688325,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301066,activity_breakout,reject,validation_win_rate<0.45; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002623,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
001202,gs_pullback_confirm,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002480,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
688181,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601518,volume_base_breakout,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002500,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
301295,gs_pullback_confirm,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688099,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300366,activity_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600537,volume_base_breakout,reject,validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002507,activity_breakout,reject,validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600390,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300638,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
688776,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
000157,volume_base_breakout,reject,validation_delta<0.0,,,,,,,,,,,,,,,,,,,
001336,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301551,activity_breakout,reject,win_rate<0.45; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
000096,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
600730,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
300462,activity_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688466,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
600500,volume_base_breakout,reject,signals<6; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002568,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601311,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002407,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600716,activity_breakout,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
603679,volume_base_breakout,reject,signals<6; validation_signals<3; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
301102,gs_pullback_confirm,reject,avg_ret<=0; validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002481,volume_base_breakout,reject,validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
300513,gs_pullback_confirm,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
002935,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
301456,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
600423,activity_breakout,reject,validation_avg_ret<=0,,,,,,,,,,,,,,,,,,,
002828,volume_base_breakout,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
600861,gs_pullback_confirm,reject,signals<6; validation_signals<3,,,,,,,,,,,,,,,,,,,
000928,activity_breakout,reject,validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
600663,volume_base_breakout,reject,validation_signals<3; validation_win_rate<0.45; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
688579,volume_base_breakout,reject,validation_signals<3; validation_avg_ret<=0; validation_delta<0.0,,,,,,,,,,,,,,,,,,,
601007,activity_breakout,reject,validation_win_rate<0.45,,,,,,,,,,,,,,,,,,,
