stock_code,formula_id,trials,validation_ratio,baseline_status,baseline_reason,baseline_investigation,baseline_variant_id,baseline_sell_rule,baseline_holding_days,baseline_source_score,baseline_score,baseline_signal_count,baseline_win_rate,baseline_avg_ret,baseline_avg_dd,baseline_calmar,baseline_delay_buy_rate,baseline_delay_sell_rate,baseline_train_signal_count,baseline_train_win_rate,baseline_train_avg_ret,baseline_train_avg_dd,baseline_train_calmar,baseline_train_delay_buy_rate,baseline_train_delay_sell_rate,baseline_train_score,baseline_validation_signal_count,baseline_validation_win_rate,baseline_validation_avg_ret,baseline_validation_avg_dd,baseline_validation_calmar,baseline_validation_delay_buy_rate,baseline_validation_delay_sell_rate,baseline_validation_score,optuna_status,optuna_reason,optuna_investigation,optuna_sell_rule,optuna_holding_days,optuna_signal_count,optuna_win_rate,optuna_avg_ret,optuna_avg_dd,optuna_calmar,optuna_delay_buy_rate,optuna_delay_sell_rate,optuna_score,optuna_train_signal_count,optuna_train_win_rate,optuna_train_avg_ret,optuna_train_avg_dd,optuna_train_calmar,optuna_train_delay_buy_rate,optuna_train_delay_sell_rate,optuna_train_score,optuna_validation_signal_count,optuna_validation_win_rate,optuna_validation_avg_ret,optuna_validation_avg_dd,optuna_validation_calmar,optuna_validation_delay_buy_rate,optuna_validation_delay_sell_rate,optuna_validation_score,score_delta,validation_score_delta,execution_model,optuna_params,adoption_decision,adoption_reason
301511,gs_pullback_confirm,2,0.300000,missing_baseline_result,stock_formula_best.csv has no row for this stock/formula,"{""reason"": ""stock_formula_best.csv has no row for this stock/formula"", ""status"": ""missing_baseline_result""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_optuna_result,"{""failure_counts"": {""no_entry_signal"": 2}, ""failure_examples"": {""no_entry_signal"": ""formula produced no entry signals""}}","{""reason"": {""failure_counts"": {""no_entry_signal"": 2}, ""failure_examples"": {""no_entry_signal"": ""formula produced no entry signals""}}, ""status"": ""missing_optuna_result""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,vwap_tradable_v1,{},reject,"baseline_status=missing_baseline_result; baseline_investigation={""reason"": ""stock_formula_best.csv has no row for this stock/formula"", ""status"": ""missing_baseline_result""}; optuna_status=missing_optuna_result; optuna_investigation={""reason"": {""failure_counts"": {""no_entry_signal"": 2}, ""failure_examples"": {""no_entry_signal"": ""formula produced no entry signals""}}, ""status"": ""missing_optuna_result""}; trials<20"
