stock_code,strategy_id,formula_id,display_name,best_holding_days,signal_count,win_rate,avg_ret,avg_dd,calmar,effectiveness_score,effectiveness_label,untradable_rate,completion_rate,best_sell_rule,best_sell_rule_score,params
000001,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,10,0.400000,-0.001130,-0.003170,-0.226000,17.000000,样本陈旧,0.000000,1.000000,fixed_10,29.604681,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000001,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,4,0.000000,-0.012750,0.000000,,,样本不足,0.000000,1.000000,fixed_5,-6.171291,{}
000001,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,37,0.297297,0.011441,-0.005773,1.981742,0.000000,退化中,0.000000,1.000000,formula_exit_or_20,44.547897,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000001,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,3,1.000000,0.018033,-0.004367,,,样本不足,0.000000,1.000000,fixed_5,68.207718,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000002,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,30,0.400000,0.011787,-0.028160,0.418561,0.000000,退化中,0.033300,1.000000,formula_exit_or_5,39.652803,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000002,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,40,0.300000,0.014908,-0.027823,0.535807,0.000000,退化中,0.000000,1.000000,formula_exit_or_15,39.132787,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000002,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,15,1,1.000000,0.001600,-0.069900,,,样本不足,0.000000,1.000000,fixed_15,36.493308,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
000002,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,1,1.000000,0.006100,-0.034900,,,样本不足,0.000000,1.000000,fixed_5,39.502784,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000004,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,151,0.397351,0.000486,-0.055946,0.008689,7.800000,稳定/不明显,0.053000,1.000000,formula_exit_or_10,34.085338,{}
000004,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,14,0.571429,0.154986,-0.114857,1.349378,0.000000,样本陈旧,0.285700,1.000000,fixed_15,66.032605,{}
000004,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,36,0.472222,0.009225,-0.108833,0.084763,55.100000,稳定/不明显,0.055600,1.000000,fixed_15,38.647424,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000004,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,10,1,1.000000,0.211500,-0.023200,,,样本不足,0.000000,1.000000,fixed_10,80.578859,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
000004,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,2,1.000000,0.090500,-0.020950,,,样本不足,0.000000,1.000000,fixed_5,83.842282,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
000006,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,93,0.440860,0.064918,-0.160811,0.403694,0.000000,退化中,0.043000,1.000000,fixed_60,59.814167,{}
000006,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,10,8,0.500000,-0.020813,-0.126812,-0.164120,0.000000,样本陈旧,0.000000,1.000000,fixed_10,21.457713,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000006,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,31,0.580645,0.185800,-0.130413,1.424706,52.900000,稳定/不明显,0.000000,1.000000,fixed_60,69.542883,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000006,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,1,1.000000,0.001000,-0.019900,,,样本不足,0.000000,1.000000,formula_exit_or_5,36.330115,{}
000006,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,14,0.785714,0.639571,-0.102986,6.210293,0.000000,退化中,0.071400,1.000000,fixed_60,87.857143,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000007,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,84,0.726190,0.126925,-0.112049,1.132765,23.400000,退化中,0.023800,1.000000,fixed_60,72.211445,{}
000007,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,4,1.000000,0.224100,-0.054925,,,样本不足,0.000000,1.000000,fixed_60,87.953709,{}
000007,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,49,0.591837,0.051931,-0.137053,0.378909,94.400000,增强中,0.020400,1.000000,fixed_60,64.445564,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000007,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,2,0.500000,0.193400,-0.053300,,,样本不足,0.000000,1.000000,formula_exit_or_60,66.984871,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000008,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,58,0.362069,-0.004867,-0.093179,-0.052235,0.000000,退化中,0.051700,1.000000,fixed_20,27.650031,{}
000008,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,45,0.444444,0.002618,-0.097302,0.026904,0.000000,退化中,0.000000,1.000000,fixed_60,34.776740,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000008,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,60,1,1.000000,0.277300,-0.120400,,,样本不足,0.000000,1.000000,fixed_60,72.094640,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
000008,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,42,0.500000,0.015076,-0.091843,0.164152,0.000000,退化中,0.023800,1.000000,fixed_60,43.120760,{}
000009,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,56,0.500000,0.017218,-0.035936,0.479129,0.000000,稳定/不明显,0.017900,1.000000,formula_exit_or_10,45.826004,{}
000009,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,5,1.000000,0.119280,-0.026560,4.490964,,样本不足,0.200000,1.000000,fixed_5,87.421141,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
000009,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,37,0.432432,0.021211,-0.027332,0.776031,0.000000,退化中,0.027000,1.000000,formula_exit_or_30,47.188262,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000009,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,20,3,0.666667,0.013400,-0.029867,,,样本不足,0.000000,1.000000,fixed_20,40.101021,{}
000009,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,1,1.000000,0.199700,-0.018600,,,样本不足,0.000000,1.000000,fixed_15,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000010,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,49,0.489796,0.031753,-0.187937,0.168956,20.300000,退化中,0.020400,1.000000,fixed_60,51.211107,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000010,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,22,0.409091,0.004668,-0.107418,0.043458,0.000000,退化中,0.045500,1.000000,fixed_15,34.369563,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000010,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,39,0.538462,0.030444,-0.185238,0.164348,10.500000,退化中,0.076900,1.000000,fixed_60,51.428151,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000010,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,1,1.000000,0.118800,-0.022800,,,样本不足,0.000000,1.000000,fixed_15,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000011,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,37,0.594595,0.004222,-0.037722,0.111915,0.000000,稳定/不明显,0.054100,1.000000,fixed_5,39.967684,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000011,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,8,1.000000,0.136075,-0.050225,2.709308,0.000000,样本陈旧,0.000000,1.000000,fixed_60,86.231105,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000011,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,50,0.380000,0.012882,-0.030900,0.416893,0.000000,退化中,0.020000,1.000000,formula_exit_or_30,39.725466,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000011,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,60,1,1.000000,0.237300,-0.078800,,,样本不足,0.000000,1.000000,fixed_60,75.635966,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
000011,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,34,0.500000,0.003924,-0.033938,0.115608,9.500000,退化中,0.029400,1.000000,formula_exit_or_5,37.245687,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000012,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,15,0.533333,0.012220,-0.045633,0.267787,0.000000,退化中,0.000000,1.000000,fixed_10,43.448934,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000012,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,4,1.000000,0.016625,-0.063525,,,样本不足,0.000000,1.000000,fixed_30,52.574749,{}
000012,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,37,0.486486,0.001324,-0.044968,0.029451,23.300000,稳定/不明显,0.000000,1.000000,fixed_20,35.404010,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000012,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,15,1,0.000000,-0.004300,-0.085700,,,样本不足,0.000000,1.000000,fixed_15,3.177984,{}
000012,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,17,0.647059,0.009212,-0.011135,0.827258,0.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,48.153939,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000014,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,66,0.515152,0.019197,-0.118905,0.161449,0.000000,退化中,0.000000,1.000000,fixed_30,45.860273,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000014,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,7,0.714286,0.358786,-0.101314,3.541314,0.000000,退化中,0.142900,1.000000,fixed_30,79.443148,{}
000014,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,48,0.604167,0.057242,-0.096294,0.594448,0.000000,退化中,0.020800,1.000000,fixed_30,65.888909,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000014,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,30,1,1.000000,0.066600,-0.138800,,,样本不足,0.000000,1.000000,fixed_30,62.977994,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
000014,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,22,0.545455,0.058836,-0.042245,1.392726,56.300000,稳定/不明显,0.136400,1.000000,formula_exit_or_10,66.963632,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000016,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,66,0.515152,0.171098,-0.159800,1.070704,0.000000,退化中,0.000000,1.000000,fixed_60,65.808065,{}
000016,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,48,0.458333,0.012954,-0.035838,0.361470,0.000000,退化中,0.000000,1.000000,formula_exit_or_5,42.034431,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000016,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,1,1.000000,0.091400,-0.014700,,,样本不足,0.000000,1.000000,fixed_10,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
000017,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,50,0.380000,0.016612,-0.048384,0.343337,28.400000,稳定/不明显,0.060000,1.000000,formula_exit_or_10,40.822683,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000017,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,7,0.857143,0.055214,-0.056500,0.977244,81.900000,样本陈旧,0.000000,1.000000,fixed_60,72.337082,{}
000017,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,49,0.510204,0.058508,-0.112333,0.520847,0.000000,退化中,0.061200,1.000000,fixed_30,62.298114,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000017,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,33,0.333333,0.009664,-0.044282,0.218230,0.000000,退化中,0.060600,1.000000,formula_exit_or_5,35.316909,{}
000019,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,23,0.434783,0.005048,-0.070239,0.071866,0.000000,退化中,0.000000,1.000000,fixed_20,35.926723,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000019,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,1,1.000000,0.112300,-0.044400,,,样本不足,0.000000,1.000000,fixed_30,73.225255,{}
000019,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,48,0.500000,0.009383,-0.076115,0.123279,68.600000,改善观察,0.020800,1.000000,fixed_60,40.099729,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
000019,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,38,0.500000,-0.002016,-0.038963,-0.051736,9.600000,退化中,0.000000,1.000000,fixed_10,33.733426,{}
000020,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,32,0.562500,0.034797,-0.140519,0.247632,0.000000,退化中,0.062500,1.000000,fixed_60,54.886595,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000020,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,7,0.285714,0.012243,-0.173471,0.070576,99.400000,增强中,0.000000,1.000000,fixed_60,31.782312,{}
000020,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,51,0.529412,0.025749,-0.106047,0.242807,32.400000,稳定/不明显,0.039200,1.000000,fixed_30,49.578743,{}
000020,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,20,0.750000,0.052995,-0.125490,0.422305,0.000000,退化中,0.050000,1.000000,fixed_60,69.111523,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000021,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,48,0.520833,0.043546,-0.086433,0.503808,1.300000,退化中,0.041700,1.000000,fixed_20,59.500292,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
000021,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,5,0.800000,0.135400,-0.166060,0.815368,,样本不足,0.200000,1.000000,fixed_60,65.497981,{}
000021,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,36,0.611111,0.108450,-0.119708,0.905952,93.700000,增强中,0.000000,1.000000,fixed_60,67.863093,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000021,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,13,0.846154,0.380185,-0.055385,6.864444,45.500000,退化中,0.000000,1.000000,fixed_60,90.384615,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000025,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,31,0.483871,0.017074,-0.069913,0.244221,0.000000,退化中,0.032300,1.000000,fixed_10,43.951750,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000025,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,37,0.432432,0.011608,-0.086924,0.133543,21.500000,退化中,0.027000,1.000000,fixed_20,39.174470,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
000025,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,1,1.000000,0.009800,-0.007700,,,样本不足,0.000000,1.000000,fixed_5,46.842495,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
000025,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,32,0.343750,-0.014694,-0.150950,-0.097342,6.600000,稳定/不明显,0.062500,1.000000,fixed_60,21.853916,{}
000026,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,24,0.416667,0.057404,-0.125017,0.459172,0.000000,退化中,0.000000,1.000000,fixed_60,59.795861,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000026,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,11,0.909091,0.023855,-0.096209,0.247945,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_60,60.439724,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000026,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,33,0.424242,0.026564,-0.019118,1.389444,0.000000,稳定/不明显,0.090900,1.000000,formula_exit_or_15,52.047218,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
000026,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,2,1.000000,0.078650,-0.017950,,,样本不足,0.000000,1.000000,fixed_5,83.842282,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
000026,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,17,0.705882,0.058135,-0.028447,2.043631,17.100000,稳定/不明显,0.058800,1.000000,formula_exit_or_15,75.806391,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
000027,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,12,0.500000,-0.004850,-0.064625,-0.075048,0.000000,退化中,0.076900,0.923100,fixed_30,32.199758,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
000027,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,17,0.647059,0.018118,-0.011071,1.636557,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_30,56.653373,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
000027,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,56,0.464286,0.006254,-0.011393,0.548903,21.100000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,39.799871,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
