stock_code,strategy_id,formula_id,display_name,best_holding_days,signal_count,win_rate,avg_ret,avg_dd,calmar,effectiveness_score,effectiveness_label,untradable_rate,completion_rate,best_sell_rule,best_sell_rule_score,params
300412,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,41,0.414634,0.016578,-0.043461,0.381447,2.700000,退化中,0.000000,1.000000,formula_exit_or_20,42.635283,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300412,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,50,0.480000,0.045922,-0.163676,0.280566,0.000000,退化中,0.000000,1.000000,fixed_60,58.763832,{}
300413,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,48,0.500000,0.011298,-0.028021,0.403197,0.000000,退化中,0.000000,1.000000,formula_exit_or_5,42.664943,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300413,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,10,4,1.000000,0.035375,-0.027500,,,样本不足,0.000000,1.000000,fixed_10,67.073027,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300413,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,30,0.666667,0.025743,-0.031630,0.813890,67.300000,改善观察,0.000000,1.000000,fixed_5,56.941116,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
300413,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,3,0.000000,-0.020800,-0.037433,,,样本不足,0.000000,1.000000,formula_exit_or_5,-2.020555,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
300413,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,2,1.000000,0.106950,-0.026600,,,样本不足,0.000000,1.000000,fixed_15,83.842282,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
300414,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,29,0.482759,0.082817,-0.145848,0.567831,45.300000,稳定/不明显,0.000000,1.000000,fixed_60,62.321916,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300414,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,27,0.629630,0.002837,-0.050281,0.056423,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_5,40.589523,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300414,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,36,0.555556,0.047931,-0.156883,0.305517,95.300000,增强中,0.000000,1.000000,fixed_60,62.159530,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300414,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,40,0.625000,0.049800,-0.055682,0.894356,21.900000,稳定/不明显,0.000000,1.000000,fixed_15,68.121782,{}
300415,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,42,0.476190,0.030514,-0.159171,0.191707,22.900000,退化中,0.000000,1.000000,fixed_60,50.501392,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300415,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,4,0.750000,0.005175,-0.118650,,,样本不足,0.000000,1.000000,fixed_60,38.259288,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300415,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,32,0.468750,0.054066,-0.144631,0.373817,91.600000,增强中,0.000000,1.000000,fixed_60,60.931585,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300415,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,20,1,1.000000,0.108000,-0.025900,,,样本不足,0.000000,1.000000,fixed_20,80.578859,{}
300415,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,1,1.000000,0.067200,-0.016100,,,样本不足,0.000000,1.000000,fixed_10,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300416,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,46,0.391304,0.010317,-0.030598,0.337194,7.600000,稳定/不明显,0.000000,1.000000,formula_exit_or_20,38.583794,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300416,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,4,1.000000,0.245800,-0.164300,,,样本不足,0.000000,1.000000,fixed_60,75.433928,{}
300416,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,38,0.447368,0.006153,-0.033645,0.182871,0.000000,稳定/不明显,0.026300,1.000000,formula_exit_or_5,37.148563,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
300416,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,1,1.000000,0.078600,-0.035700,,,样本不足,0.000000,1.000000,fixed_5,71.587262,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
300417,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,83,0.578313,0.052612,-0.169067,0.311190,40.400000,稳定/不明显,0.000000,1.000000,fixed_60,63.905346,{}
300417,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,10,0.700000,0.191650,-0.177020,1.082646,76.400000,样本陈旧,0.000000,1.000000,fixed_60,70.712911,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300417,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,49,0.551020,0.042790,-0.144829,0.295451,12.500000,退化中,0.000000,1.000000,fixed_60,59.402767,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
300417,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,36,0.444444,0.006814,-0.038008,0.179274,0.000000,退化中,0.000000,1.000000,formula_exit_or_5,37.636646,{}
300418,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,57,0.491228,0.118474,-0.180235,0.657329,30.900000,稳定/不明显,0.000000,1.000000,fixed_60,63.023485,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300418,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,7,0.571429,0.021557,-0.066257,0.325356,0.000000,退化中,0.142900,1.000000,fixed_5,44.856213,{}
300418,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,46,0.565217,0.126641,-0.185941,0.681082,84.500000,增强中,0.000000,1.000000,fixed_60,65.361933,{}
300418,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,60,1,1.000000,0.541400,-0.108400,,,样本不足,0.000000,1.000000,fixed_60,80.578859,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
300418,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,3,1.000000,1.197333,-0.070000,,,样本不足,0.000000,1.000000,fixed_60,86.157718,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
300419,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,40,0.550000,0.020413,-0.039372,0.518446,0.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,49.298478,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300419,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,10,7,0.714286,-0.023843,-0.086157,-0.276737,0.000000,样本陈旧,0.000000,1.000000,fixed_10,24.860035,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300419,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,33,0.545455,0.035967,-0.113582,0.316659,14.200000,退化中,0.030300,1.000000,fixed_30,55.627233,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300419,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,3,1.000000,0.135533,-0.027767,,,样本不足,0.000000,1.000000,fixed_10,86.157718,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300420,formula_activity_breakout,activity_breakout,活跃度大牛突破,15,29,0.517241,0.033524,-0.067497,0.496679,0.000000,退化中,0.000000,1.000000,fixed_15,54.762707,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300420,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,15,0.466667,-0.002647,-0.039853,-0.066410,0.000000,退化中,0.000000,1.000000,fixed_5,32.344616,{}
300420,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,33,0.575758,0.051191,-0.120321,0.425452,0.000000,退化中,0.000000,1.000000,fixed_60,64.399988,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300420,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,28,0.571429,0.015918,-0.034361,0.463257,0.000000,退化中,0.000000,1.000000,fixed_5,47.418073,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
300421,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,51,0.607843,0.048114,-0.065696,0.732368,39.900000,稳定/不明显,0.019600,1.000000,fixed_10,65.757920,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300421,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,6,0.833333,0.209250,-0.207017,1.010788,0.000000,样本陈旧,0.166700,1.000000,fixed_60,69.049111,{}
300421,formula_gs_raw_buy,gs_raw_buy,GS原始买点,10,44,0.727273,0.060552,-0.059693,1.014392,12.400000,退化中,0.000000,1.000000,fixed_10,71.890141,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
300421,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,2,1.000000,0.339000,-0.059200,,,样本不足,0.000000,1.000000,fixed_30,83.842282,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
300422,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,62,0.483871,0.002987,-0.042747,0.069879,0.000000,稳定/不明显,0.016100,1.000000,formula_exit_or_10,36.197782,{}
300422,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,3,0.333333,-0.006567,-0.090833,,,样本不足,0.000000,1.000000,fixed_30,17.512917,{}
300422,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,44,0.454545,0.005923,-0.033800,0.175229,44.100000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,37.473870,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300422,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,1,1.000000,0.242500,-0.030700,,,样本不足,0.000000,1.000000,fixed_5,80.578859,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
300422,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,45,0.488889,-0.001756,-0.038973,-0.045045,0.000000,稳定/不明显,0.000000,1.000000,fixed_5,33.563664,{}
300423,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,120,0.391667,0.003324,-0.054644,0.060833,0.000000,退化中,0.000000,1.000000,formula_exit_or_10,33.716248,{}
300423,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,9,0.888889,0.079133,-0.191667,0.412870,88.100000,增强中,0.000000,1.000000,fixed_60,72.263583,{}
300423,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,36,0.444444,0.017158,-0.179800,0.095430,62.800000,改善观察,0.000000,1.000000,fixed_60,42.389651,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300423,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,7,0.714286,0.032029,-0.069929,0.458018,0.000000,退化中,0.142900,1.000000,fixed_10,55.040954,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300424,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,31,0.709677,0.050839,-0.034548,1.471522,1.100000,退化中,0.000000,1.000000,formula_exit_or_5,73.647932,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300424,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,17,0.588235,0.006906,-0.059518,0.116031,0.500000,样本陈旧,0.000000,1.000000,formula_exit_or_30,41.680154,{}
300424,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,50,0.620000,0.049324,-0.114556,0.430567,17.400000,稳定/不明显,0.000000,1.000000,fixed_60,65.414834,{}
300424,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,30,1,1.000000,0.332500,-0.279000,,,样本不足,0.000000,1.000000,fixed_30,66.537640,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
300424,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,2,1.000000,0.064400,-0.044850,,,样本不足,0.000000,1.000000,fixed_10,71.021769,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300425,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,21,0.619048,0.022219,-0.029305,0.758206,0.600000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,53.471983,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300425,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,17,0.647059,0.020282,-0.032512,0.623847,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_15,52.672174,{}
300425,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,40,0.575000,0.008155,-0.020630,0.395298,8.100000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,43.303991,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
300425,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,2,1.000000,0.178500,-0.015900,,,样本不足,0.000000,1.000000,fixed_5,83.842282,{}
300425,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,18,0.555556,0.010217,-0.054933,0.185983,0.000000,退化中,0.000000,1.000000,fixed_10,42.704915,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
300426,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,57,0.421053,0.036689,-0.175911,0.208569,0.000000,退化中,0.000000,1.000000,fixed_60,52.019161,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300426,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,1,1.000000,0.172300,-0.033900,,,样本不足,0.000000,1.000000,fixed_5,80.578859,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
300426,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,47,0.425532,0.046649,-0.149287,0.312478,0.000000,退化中,0.000000,1.000000,fixed_60,57.652814,{}
300426,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,60,1,1.000000,0.282300,-0.181400,,,样本不足,0.000000,1.000000,fixed_60,68.360006,{}
300426,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,3,0.666667,0.559767,-0.075233,,,样本不足,0.000000,1.000000,fixed_60,76.157718,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300427,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,37,0.567568,0.050573,-0.060681,0.833422,53.500000,稳定/不明显,0.027000,1.000000,fixed_10,65.923869,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300427,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,8,1.000000,0.049488,-0.072862,0.679190,29.900000,样本陈旧,0.000000,1.000000,fixed_60,75.824266,{}
300427,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,38,0.500000,0.060353,-0.034297,1.759687,0.000000,退化中,0.000000,1.000000,formula_exit_or_20,68.798435,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300427,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,50,0.640000,0.051858,-0.063490,0.816790,74.200000,改善观察,0.000000,1.000000,fixed_15,68.283950,{}
300428,formula_activity_breakout,activity_breakout,活跃度大牛突破,15,47,0.489362,0.024911,-0.028798,0.865017,0.000000,退化中,0.000000,1.000000,formula_exit_or_15,51.461253,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
300428,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,5,1.000000,0.118960,-0.034920,3.406644,,样本不足,0.000000,1.000000,fixed_20,86.454360,{}
300428,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,37,0.459459,0.040822,-0.028524,1.431116,12.800000,退化中,0.000000,1.000000,formula_exit_or_20,61.350175,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
300428,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,1,1.000000,0.056300,-0.009100,,,样本不足,0.000000,1.000000,fixed_10,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
300429,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,48,0.541667,0.040294,-0.176954,0.227707,14.100000,退化中,0.000000,1.000000,fixed_60,57.535411,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300429,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,4,0.750000,0.007600,-0.041975,,,样本不足,0.000000,1.000000,formula_exit_or_5,40.159010,{}
300429,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,35,0.600000,0.046834,-0.084720,0.552813,0.000000,退化中,0.000000,1.000000,fixed_20,64.181206,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
300429,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,19,0.526316,0.011842,-0.142984,0.082821,0.000000,退化中,0.000000,1.000000,fixed_60,42.124632,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
300430,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,56,0.607143,0.035966,-0.171263,0.210006,3.300000,退化中,0.000000,1.000000,fixed_60,57.247349,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
300430,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,16,0.562500,0.001725,-0.090031,0.019160,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_30,37.833300,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
300430,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,47,0.638298,0.047547,-0.158638,0.299718,8.700000,退化中,0.000000,1.000000,fixed_60,64.420932,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
300430,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,10,2,1.000000,0.208500,-0.057200,,,样本不足,0.000000,1.000000,fixed_10,82.067807,{}
300430,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,2,1.000000,0.087400,-0.031750,,,样本不足,0.500000,1.000000,fixed_5,72.606062,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
300432,formula_activity_breakout,activity_breakout,活跃度大牛突破,30,58,0.586207,0.050809,-0.110166,0.461203,79.400000,增强中,0.000000,1.000000,fixed_30,64.892220,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
