stock_code,formula_id,trials,validation_ratio,baseline_status,baseline_reason,baseline_investigation,baseline_variant_id,baseline_sell_rule,baseline_holding_days,baseline_source_score,baseline_score,baseline_signal_count,baseline_win_rate,baseline_avg_ret,baseline_avg_dd,baseline_calmar,baseline_delay_buy_rate,baseline_delay_sell_rate,baseline_train_signal_count,baseline_train_win_rate,baseline_train_avg_ret,baseline_train_avg_dd,baseline_train_calmar,baseline_train_delay_buy_rate,baseline_train_delay_sell_rate,baseline_train_score,baseline_validation_signal_count,baseline_validation_win_rate,baseline_validation_avg_ret,baseline_validation_avg_dd,baseline_validation_calmar,baseline_validation_delay_buy_rate,baseline_validation_delay_sell_rate,baseline_validation_score,optuna_status,optuna_reason,optuna_investigation,optuna_sell_rule,optuna_holding_days,optuna_signal_count,optuna_win_rate,optuna_avg_ret,optuna_avg_dd,optuna_calmar,optuna_delay_buy_rate,optuna_delay_sell_rate,optuna_score,optuna_train_signal_count,optuna_train_win_rate,optuna_train_avg_ret,optuna_train_avg_dd,optuna_train_calmar,optuna_train_delay_buy_rate,optuna_train_delay_sell_rate,optuna_train_score,optuna_validation_signal_count,optuna_validation_win_rate,optuna_validation_avg_ret,optuna_validation_avg_dd,optuna_validation_calmar,optuna_validation_delay_buy_rate,optuna_validation_delay_sell_rate,optuna_validation_score,score_delta,validation_score_delta,execution_model,optuna_params
002322,ma_base_breakout,24,0.300000,ok,,,default,fixed_60,60,-30.684434,-30.684434,1,0.000000,-0.068900,-0.272700,-0.252659,1.000000,0.000000,1,0.000000,-0.068900,-0.272700,-0.252659,1.000000,0.000000,-30.684434,,,,,,,,,ok,,,fixed_20,20,3,1.000000,0.123200,-0.011767,10.470255,0.000000,0.000000,86.157718,2,1.000000,0.176450,0.000000,35.290000,0.000000,0.000000,83.842282,1,1.000000,0.016700,-0.035300,0.473088,0.000000,0.000000,46.294298,116.842152,,vwap_tradable_v1,"{""below_days_min"": 45, ""breakout_recent_days"": 6, ""long_ma"": 120, ""ma5_rising_min"": 8, ""mid_ma"": 90, ""price_top_buffer"": 1.06, ""short_ma"": 10}"
603027,ma_base_breakout,24,0.300000,ok,,,default,formula_exit_or_5,5,-33.907718,-33.907718,2,0.000000,-0.045500,0.000000,-9.100000,0.000000,0.000000,1,0.000000,-0.050800,0.000000,-10.160000,0.000000,0.000000,-39.421141,1,0.000000,-0.040200,0.000000,-8.040000,0.000000,0.000000,-34.521141,ok,,,formula_exit_or_15,15,2,1.000000,0.037600,0.000000,7.520000,0.000000,0.000000,77.642282,1,1.000000,0.064600,0.000000,12.920000,0.000000,0.000000,80.578859,1,1.000000,0.010600,0.000000,2.120000,0.000000,0.000000,51.478859,111.550000,86.000000,vwap_tradable_v1,"{""below_days_min"": 40, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 6, ""mid_ma"": 90, ""price_top_buffer"": 1.02, ""short_ma"": 9}"
300769,gs_pullback_confirm,24,0.300000,ok,,,default,formula_exit_or_60,60,-18.726333,-18.726333,2,0.000000,-0.165650,-0.322450,-0.513723,0.000000,0.000000,1,0.000000,-0.159600,-0.317500,-0.502677,0.000000,0.000000,-21.934527,1,0.000000,-0.171700,-0.327400,-0.524435,0.000000,0.000000,-22.043316,ok,,,fixed_20,20,8,1.000000,0.253012,-0.039050,6.479193,0.000000,0.000000,92.684564,6,1.000000,0.209350,-0.045400,4.611233,0.000000,0.000000,90.661837,2,1.000000,0.384000,-0.020000,19.200000,0.000000,0.000000,83.842282,111.410897,105.885598,vwap_tradable_v1,"{""ma_pull_high"": 1.01, ""ma_pull_low"": 0.8200000000000001, ""maxlen_max"": 14, ""maxrun_max"": 9, ""rate_min"": 25, ""sellpct_max"": 65}"
600117,ma_base_breakout,24,0.300000,ok,,,default,fixed_30,30,-18.857855,-18.857855,2,0.000000,-0.118050,-0.218600,-0.540027,0.000000,0.000000,1,0.000000,-0.099600,-0.203000,-0.490640,0.000000,0.000000,-21.874343,1,0.000000,-0.136500,-0.234200,-0.582835,0.000000,0.000000,-22.335317,ok,,,fixed_60,60,6,1.000000,0.334783,-0.066567,5.029294,0.000000,0.000000,90.661837,4,1.000000,0.292450,-0.095125,3.074376,0.000000,0.000000,83.325588,2,1.000000,0.419450,-0.009450,44.386243,0.000000,0.000000,83.842282,109.519692,106.177599,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.04, ""short_ma"": 8}"
600938,ma_base_breakout,24,0.300000,ok,,,strict_120_180,fixed_15,15,-22.566675,-22.566675,1,0.000000,-0.045100,-0.040300,-1.119107,0.000000,0.000000,1,0.000000,-0.045100,-0.040300,-1.119107,0.000000,0.000000,-22.566675,,,,,,,,,ok,,,fixed_60,60,6,0.833333,0.143267,-0.028533,5.021028,0.000000,0.000000,85.661837,4,1.000000,0.179425,0.000000,35.885000,0.000000,0.000000,87.953709,2,0.500000,0.070950,-0.085600,0.828855,0.000000,0.000000,52.986558,108.228512,,vwap_tradable_v1,"{""below_days_min"": 40, ""breakout_recent_days"": 7, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.03, ""short_ma"": 10}"
605179,gs_pullback_confirm,24,0.300000,ok,,,default,formula_exit_or_30,30,-21.791982,-21.791982,1,0.000000,-0.175300,-0.369700,-0.474168,0.000000,0.000000,1,0.000000,-0.175300,-0.369700,-0.474168,0.000000,0.000000,-21.791982,,,,,,,,,ok,,,fixed_10,10,3,1.000000,0.738500,-0.035100,21.039886,0.000000,0.000000,86.157718,2,1.000000,0.666150,-0.030550,21.805237,0.000000,0.000000,83.842282,1,1.000000,0.883200,-0.044200,19.981900,0.000000,0.000000,80.578859,107.949700,,vwap_tradable_v1,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.8400000000000001, ""maxlen_max"": 21, ""maxrun_max"": 7, ""rate_min"": 25, ""sellpct_max"": 70}"
600470,ma_base_breakout,24,0.300000,ok,,,default,fixed_5,5,-22.272615,-22.272615,1,0.000000,-0.050300,-0.088200,-0.570295,0.000000,0.000000,1,0.000000,-0.050300,-0.088200,-0.570295,0.000000,0.000000,-22.272615,,,,,,,,,ok,,,fixed_60,60,2,1.000000,0.434400,-0.087950,4.939170,0.000000,0.000000,83.842282,1,1.000000,0.413300,-0.086100,4.800232,0.000000,0.000000,80.578859,1,1.000000,0.455500,-0.089800,5.072383,0.000000,0.000000,80.578859,106.114897,,vwap_tradable_v1,"{""below_days_min"": 60, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.03, ""short_ma"": 7}"
300776,ma_base_breakout,24,0.300000,ok,,,default,fixed_20,20,-21.059044,-21.059044,1,0.000000,-0.049300,-0.124000,-0.397581,0.000000,0.000000,1,0.000000,-0.049300,-0.124000,-0.397581,0.000000,0.000000,-21.059044,,,,,,,,,ok,,,fixed_10,10,2,1.000000,0.225500,-0.030800,7.321429,0.000000,0.000000,83.842282,1,1.000000,0.214100,-0.019200,11.151042,0.000000,0.000000,80.578859,1,1.000000,0.236900,-0.042400,5.587264,0.000000,0.000000,80.578859,104.901326,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 5, ""long_ma"": 145, ""ma5_rising_min"": 5, ""mid_ma"": 120, ""price_top_buffer"": 1.07, ""short_ma"": 10}"
002560,ma_base_breakout,24,0.300000,ok,,,default,fixed_20,20,-32.948478,-32.948478,1,0.000000,-0.080000,-0.113400,-0.705467,1.000000,0.000000,1,0.000000,-0.080000,-0.113400,-0.705467,1.000000,0.000000,-32.948478,,,,,,,,,ok,,,fixed_20,20,1,1.000000,0.106200,-0.050500,2.102970,0.000000,0.000000,71.093710,1,1.000000,0.106200,-0.050500,2.102970,0.000000,0.000000,71.093710,,,,,,,,,104.042188,,vwap_tradable_v1,"{""below_days_min"": 60, ""breakout_recent_days"": 8, ""long_ma"": 180, ""ma5_rising_min"": 6, ""mid_ma"": 120, ""price_top_buffer"": 1.07, ""short_ma"": 9}"
300237,ma_base_breakout,24,0.300000,ok,,,strict_120_180,fixed_60,60,-23.252567,-23.252567,1,0.000000,-0.174100,-0.227200,-0.766285,0.000000,0.000000,1,0.000000,-0.174100,-0.227200,-0.766285,0.000000,0.000000,-23.252567,,,,,,,,,ok,,,fixed_5,5,1,1.000000,0.159800,-0.024300,6.576132,0.000000,0.000000,80.578859,1,1.000000,0.159800,-0.024300,6.576132,0.000000,0.000000,80.578859,,,,,,,,,103.831426,,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.01, ""short_ma"": 8}"
000822,ma_base_breakout,24,0.300000,ok,,,default,fixed_10,10,-17.144325,-17.144325,1,0.000000,-0.024100,-0.179000,-0.134637,1.000000,0.000000,1,0.000000,-0.024100,-0.179000,-0.134637,1.000000,0.000000,-17.144325,,,,,,,,,ok,,,fixed_10,10,3,1.000000,0.066500,-0.016233,4.096509,0.000000,0.000000,86.157718,2,1.000000,0.053000,-0.013200,4.015152,0.000000,0.000000,83.842282,1,1.000000,0.093500,-0.022300,4.192825,0.000000,0.000000,80.578859,103.302043,,vwap_tradable_v1,"{""below_days_min"": 40, ""breakout_recent_days"": 3, ""long_ma"": 145, ""ma5_rising_min"": 5, ""mid_ma"": 90, ""price_top_buffer"": 1.01, ""short_ma"": 8}"
301060,ma_base_breakout,24,0.300000,ok,,,default,fixed_30,30,-21.975952,-21.975952,1,0.000000,-0.198100,-0.387700,-0.510962,0.000000,0.000000,1,0.000000,-0.198100,-0.387700,-0.510962,0.000000,0.000000,-21.975952,,,,,,,,,ok,,,fixed_5,5,1,1.000000,0.189100,-0.021700,8.714286,0.000000,0.000000,80.578859,1,1.000000,0.189100,-0.021700,8.714286,0.000000,0.000000,80.578859,,,,,,,,,102.554810,,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 8, ""mid_ma"": 60, ""price_top_buffer"": 1.04, ""short_ma"": 8}"
688095,ma_base_breakout,24,0.300000,ok,,,strict_120_180,formula_exit_or_5,5,-21.942472,-21.942472,1,0.000000,-0.059100,-0.117200,-0.504266,0.000000,0.000000,1,0.000000,-0.059100,-0.117200,-0.504266,0.000000,0.000000,-21.942472,,,,,,,,,ok,,,fixed_10,10,1,1.000000,0.133100,-0.018700,7.117647,0.000000,0.000000,80.578859,1,1.000000,0.133100,-0.018700,7.117647,0.000000,0.000000,80.578859,,,,,,,,,102.521331,,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 7, ""mid_ma"": 60, ""price_top_buffer"": 1.07, ""short_ma"": 10}"
600572,ma_base_breakout,24,0.300000,ok,,,default,fixed_20,20,-21.726966,-21.726966,1,0.000000,-0.066500,-0.144200,-0.461165,0.000000,0.000000,1,0.000000,-0.066500,-0.144200,-0.461165,0.000000,0.000000,-21.726966,,,,,,,,,ok,,,fixed_15,15,1,1.000000,0.066600,-0.016300,4.085890,0.000000,0.000000,80.578859,1,1.000000,0.066600,-0.016300,4.085890,0.000000,0.000000,80.578859,,,,,,,,,102.305825,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 5, ""long_ma"": 145, ""ma5_rising_min"": 6, ""mid_ma"": 120, ""price_top_buffer"": 1.07, ""short_ma"": 4}"
600818,ma_base_breakout,24,0.300000,ok,,,default,formula_exit_or_5,5,-18.876677,-18.876677,1,0.000000,-0.041600,-0.056900,-0.731107,0.000000,0.000000,1,0.000000,-0.041600,-0.056900,-0.731107,0.000000,0.000000,-18.876677,,,,,,,,,ok,,,fixed_5,5,3,1.000000,0.350000,-0.036567,9.571559,0.333333,0.000000,82.824384,2,1.000000,0.344850,-0.032850,10.497717,0.000000,0.000000,83.842282,1,1.000000,0.360300,-0.044000,8.188636,1.000000,0.000000,70.578859,101.701062,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 7, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.05, ""short_ma"": 10}"
600251,ma_base_breakout,24,0.300000,ok,,,default,formula_exit_or_5,5,-21.357051,-21.357051,1,0.000000,-0.046400,-0.062100,-0.747182,0.000000,0.000000,1,0.000000,-0.046400,-0.062100,-0.747182,0.000000,0.000000,-21.357051,,,,,,,,,ok,,,fixed_30,30,1,1.000000,0.049500,-0.008900,5.561798,0.000000,0.000000,80.328859,1,1.000000,0.049500,-0.008900,5.561798,0.000000,0.000000,80.328859,,,,,,,,,101.685910,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 6, ""long_ma"": 120, ""ma5_rising_min"": 6, ""mid_ma"": 90, ""price_top_buffer"": 1.06, ""short_ma"": 6}"
002999,ma_base_breakout,24,0.300000,ok,,,default,fixed_15,15,-20.836999,-20.836999,1,0.000000,-0.052500,-0.185400,-0.283172,0.000000,0.000000,1,0.000000,-0.052500,-0.185400,-0.283172,0.000000,0.000000,-20.836999,,,,,,,,,ok,,,fixed_20,20,1,1.000000,0.478400,-0.110400,4.333333,0.000000,0.000000,80.578859,1,1.000000,0.478400,-0.110400,4.333333,0.000000,0.000000,80.578859,,,,,,,,,101.415858,,vwap_tradable_v1,"{""below_days_min"": 70, ""breakout_recent_days"": 6, ""long_ma"": 180, ""ma5_rising_min"": 4, ""mid_ma"": 120, ""price_top_buffer"": 1.02, ""short_ma"": 8}"
301266,ma_base_breakout,24,0.300000,ok,,,strict_120_180,fixed_5,5,-15.777855,-15.777855,1,0.000000,-0.036300,-0.056600,-0.641343,0.000000,0.000000,1,0.000000,-0.036300,-0.056600,-0.641343,0.000000,0.000000,-15.777855,,,,,,,,,ok,,,fixed_30,30,4,1.000000,0.109450,-0.031550,3.469097,0.000000,0.000000,85.299193,3,1.000000,0.140367,-0.036467,3.849177,0.000000,0.000000,85.403604,1,1.000000,0.016700,-0.016800,0.994048,0.000000,0.000000,48.899097,101.077047,,vwap_tradable_v1,"{""below_days_min"": 55, ""breakout_recent_days"": 4, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.04, ""short_ma"": 10}"
688246,ma_base_breakout,24,0.300000,ok,,,default,formula_exit_or_5,5,-19.830756,-19.830756,1,0.000000,-0.043800,-0.062400,-0.701923,0.000000,0.000000,1,0.000000,-0.043800,-0.062400,-0.701923,0.000000,0.000000,-19.830756,,,,,,,,,ok,,,fixed_10,10,1,1.000000,0.378600,-0.042400,8.929245,0.000000,0.000000,80.578859,1,1.000000,0.378600,-0.042400,8.929245,0.000000,0.000000,80.578859,,,,,,,,,100.409615,,vwap_tradable_v1,"{""below_days_min"": 70, ""breakout_recent_days"": 4, ""long_ma"": 180, ""ma5_rising_min"": 8, ""mid_ma"": 90, ""price_top_buffer"": 1.02, ""short_ma"": 10}"
603016,ma_base_breakout,24,0.300000,ok,,,early_60_120,formula_exit_or_5,5,-19.002947,-19.002947,1,0.000000,-0.043400,-0.075300,-0.576361,0.000000,0.000000,1,0.000000,-0.043400,-0.075300,-0.576361,0.000000,0.000000,-19.002947,,,,,,,,,ok,,,fixed_5,5,1,1.000000,0.077000,-0.012800,6.015625,0.000000,0.000000,80.578859,1,1.000000,0.077000,-0.012800,6.015625,0.000000,0.000000,80.578859,,,,,,,,,99.581806,,vwap_tradable_v1,"{""below_days_min"": 25, ""breakout_recent_days"": 5, ""long_ma"": 180, ""ma5_rising_min"": 8, ""mid_ma"": 90, ""price_top_buffer"": 1.08, ""short_ma"": 8}"
300918,ma_base_breakout,24,0.300000,ok,,,default,fixed_20,20,-22.232146,-22.232146,1,0.000000,-0.094000,-0.167200,-0.562201,0.000000,0.000000,1,0.000000,-0.094000,-0.167200,-0.562201,0.000000,0.000000,-22.232146,,,,,,,,,ok,,,fixed_60,60,2,1.000000,0.162000,-0.060100,2.695507,0.000000,0.000000,77.319820,1,1.000000,0.142900,-0.066000,2.165152,0.000000,0.000000,71.404616,1,1.000000,0.181100,-0.054200,3.341328,0.000000,0.000000,77.285501,99.551965,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 7, ""long_ma"": 180, ""ma5_rising_min"": 6, ""mid_ma"": 90, ""price_top_buffer"": 1.08, ""short_ma"": 10}"
603198,ma_base_breakout,24,0.300000,ok,,,early_60_120,formula_exit_or_5,5,-15.470837,-15.470837,1,0.000000,-0.035000,-0.049300,-0.709939,0.000000,0.000000,1,0.000000,-0.035000,-0.049300,-0.709939,0.000000,0.000000,-15.470837,,,,,,,,,ok,,,fixed_20,20,2,1.000000,0.234550,-0.034850,6.730273,0.000000,0.000000,83.842282,1,1.000000,0.237000,-0.037200,6.370968,0.000000,0.000000,80.578859,1,1.000000,0.232100,-0.032500,7.141538,0.000000,0.000000,80.578859,99.313119,,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 4, ""long_ma"": 180, ""ma5_rising_min"": 6, ""mid_ma"": 120, ""price_top_buffer"": 1.05, ""short_ma"": 8}"
000710,ma_base_breakout,24,0.300000,ok,,,default,fixed_30,30,-32.010349,-32.010349,1,0.000000,-0.238000,-0.459600,-0.517842,1.000000,0.000000,1,0.000000,-0.238000,-0.459600,-0.517842,1.000000,0.000000,-32.010349,,,,,,,,,ok,,,fixed_20,20,1,1.000000,0.124000,-0.094200,1.316348,0.000000,0.000000,67.160600,1,1.000000,0.124000,-0.094200,1.316348,0.000000,0.000000,67.160600,,,,,,,,,99.170949,,vwap_tradable_v1,"{""below_days_min"": 45, ""breakout_recent_days"": 3, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.01, ""short_ma"": 6}"
002986,ma_base_breakout,24,0.300000,ok,,,strict_120_180,formula_exit_or_5,5,-18.304068,-18.304068,1,0.000000,-0.038400,-0.041000,-0.936585,0.000000,0.000000,1,0.000000,-0.038400,-0.041000,-0.936585,0.000000,0.000000,-18.304068,,,,,,,,,ok,,,fixed_5,5,1,1.000000,0.056400,-0.001200,11.280000,0.000000,0.000000,80.578859,1,1.000000,0.056400,-0.001200,11.280000,0.000000,0.000000,80.578859,,,,,,,,,98.882927,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 3, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 90, ""price_top_buffer"": 1.02, ""short_ma"": 8}"
688787,gs_pullback_confirm,24,0.300000,ok,,,loose,fixed_5,5,-19.223679,-19.223679,2,0.000000,-0.075300,-0.122800,-0.613192,0.000000,0.000000,1,0.000000,-0.148200,-0.173100,-0.856153,0.000000,0.000000,-23.701904,1,0.000000,-0.002400,-0.072500,-0.033103,0.000000,0.000000,4.213342,ok,,,fixed_10,10,6,1.000000,0.081850,-0.048567,1.685312,0.000000,0.000000,79.088398,4,1.000000,0.117175,-0.038600,3.035622,0.000000,0.000000,83.131818,2,1.000000,0.011200,-0.068500,0.163504,0.000000,0.000000,45.259800,98.312077,41.046459,vwap_tradable_v1,"{""ma_pull_high"": 1.04, ""ma_pull_low"": 0.68, ""maxlen_max"": 24, ""maxrun_max"": 12, ""rate_min"": 50, ""sellpct_max"": 45}"
000520,ma_base_breakout,24,0.300000,ok,,,default,fixed_30,30,-33.878070,-33.878070,1,0.000000,-0.166600,-0.186900,-0.891386,1.000000,0.000000,1,0.000000,-0.166600,-0.186900,-0.891386,1.000000,0.000000,-33.878070,,,,,,,,,ok,,,fixed_30,30,1,1.000000,0.114700,-0.211700,0.541804,0.000000,0.000000,63.287881,1,1.000000,0.114700,-0.211700,0.541804,0.000000,0.000000,63.287881,,,,,,,,,97.165951,,vwap_tradable_v1,"{""below_days_min"": 60, ""breakout_recent_days"": 4, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""price_top_buffer"": 1.07, ""short_ma"": 10}"
000908,gs_pullback_confirm,24,0.300000,ok,,,default,fixed_5,5,-9.136511,-9.136511,4,0.000000,-0.036625,-0.048475,-0.755544,0.000000,0.000000,3,0.000000,-0.029600,-0.041100,-0.720195,0.000000,0.000000,-7.243255,1,0.000000,-0.057700,-0.070600,-0.817280,0.000000,0.000000,-23.507543,ok,,,fixed_60,60,4,1.000000,0.525275,-0.110525,4.752545,0.000000,0.000000,87.953709,3,1.000000,0.530600,-0.113000,4.695575,0.000000,0.000000,86.157718,1,1.000000,0.509300,-0.103100,4.939864,0.000000,0.000000,80.578859,97.090220,104.086402,vwap_tradable_v1,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.8400000000000001, ""maxlen_max"": 14, ""maxrun_max"": 12, ""rate_min"": 25, ""sellpct_max"": 45}"
000701,ma_base_breakout,24,0.300000,ok,,,default,fixed_30,30,-32.523724,-32.523724,1,0.000000,-0.247400,-0.398700,-0.620517,1.000000,0.000000,1,0.000000,-0.247400,-0.398700,-0.620517,1.000000,0.000000,-32.523724,,,,,,,,,ok,,,fixed_15,15,1,1.000000,0.090800,-0.120900,0.751034,0.000000,0.000000,64.334028,1,1.000000,0.090800,-0.120900,0.751034,0.000000,0.000000,64.334028,,,,,,,,,96.857753,,vwap_tradable_v1,"{""below_days_min"": 65, ""breakout_recent_days"": 5, ""long_ma"": 180, ""ma5_rising_min"": 4, ""mid_ma"": 120, ""price_top_buffer"": 1.06, ""short_ma"": 10}"
301061,gs_pullback_confirm,24,0.300000,ok,,,loose,fixed_60,60,-4.824049,-4.824049,10,0.200000,-0.212850,-0.207710,-1.024746,0.000000,0.000000,7,0.000000,-0.305614,-0.225557,-1.354931,0.000000,0.000000,-15.038077,3,0.666667,0.003600,-0.166067,0.021678,0.000000,0.000000,33.066108,ok,,,fixed_60,60,7,1.000000,0.145943,0.000000,29.188571,0.000000,0.000000,91.736577,5,1.000000,0.148280,0.000000,29.656000,0.000000,0.000000,89.421141,2,1.000000,0.140100,0.000000,28.020000,0.000000,0.000000,83.842282,96.560626,50.776174,vwap_tradable_v1,"{""ma_pull_high"": 0.96, ""ma_pull_low"": 0.8400000000000001, ""maxlen_max"": 24, ""maxrun_max"": 9, ""rate_min"": 35, ""sellpct_max"": 75}"
600227,ma_base_breakout,24,0.300000,ok,,,default,fixed_10,10,-10.061695,-10.061695,1,0.000000,-0.026900,-0.061400,-0.438111,0.000000,0.000000,1,0.000000,-0.026900,-0.061400,-0.438111,0.000000,0.000000,-10.061695,,,,,,,,,ok,,,fixed_60,60,3,1.000000,0.690433,-0.069533,9.929530,0.000000,0.000000,86.157718,2,1.000000,0.692550,-0.084900,8.157244,0.000000,0.000000,83.842282,1,1.000000,0.686200,-0.038800,17.685567,0.000000,0.000000,80.578859,96.219413,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 4, ""long_ma"": 145, ""ma5_rising_min"": 9, ""mid_ma"": 120, ""price_top_buffer"": 1.07, ""short_ma"": 8}"
603306,ma_base_breakout,24,0.300000,ok,,,strict_120_180,fixed_15,15,-21.815271,-21.815271,1,0.000000,-0.114200,-0.238500,-0.478826,0.000000,0.000000,1,0.000000,-0.114200,-0.238500,-0.478826,0.000000,0.000000,-21.815271,,,,,,,,,ok,,,fixed_60,60,1,1.000000,0.471400,-0.181200,2.601545,0.000000,0.000000,73.586585,1,1.000000,0.471400,-0.181200,2.601545,0.000000,0.000000,73.586585,,,,,,,,,95.401856,,vwap_tradable_v1,"{""below_days_min"": 35, ""breakout_recent_days"": 7, ""long_ma"": 180, ""ma5_rising_min"": 4, ""mid_ma"": 120, ""price_top_buffer"": 1.05, ""short_ma"": 5}"
600987,ma_base_breakout,24,0.300000,ok,,,strict_120_180,fixed_5,5,-14.735222,-14.735222,1,0.000000,-0.032800,-0.041900,-0.782816,0.000000,0.000000,1,0.000000,-0.032800,-0.041900,-0.782816,0.000000,0.000000,-14.735222,,,,,,,,,ok,,,fixed_60,60,1,1.000000,0.204900,-0.052000,3.940385,0.000000,0.000000,80.280782,1,1.000000,0.204900,-0.052000,3.940385,0.000000,0.000000,80.280782,,,,,,,,,95.016004,,vwap_tradable_v1,"{""below_days_min"": 55, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 4, ""mid_ma"": 90, ""price_top_buffer"": 1.08, ""short_ma"": 3}"
301349,gs_pullback_confirm,24,0.300000,ok,,,loose,fixed_5,5,-2.303088,-2.303088,4,0.250000,-0.038000,-0.050575,-0.751359,0.000000,0.000000,3,0.333333,-0.026300,-0.039100,-0.672634,0.000000,0.000000,4.644546,1,0.000000,-0.073100,-0.085000,-0.860000,0.000000,0.000000,-23.721141,ok,,,fixed_60,60,8,1.000000,0.274512,-0.043938,6.247795,0.000000,0.000000,92.684564,6,1.000000,0.282817,-0.047400,5.966596,0.000000,0.000000,90.661837,2,1.000000,0.249600,-0.033550,7.439642,0.000000,0.000000,83.842282,94.987652,107.563423,vwap_tradable_v1,"{""ma_pull_high"": 0.97, ""ma_pull_low"": 0.8400000000000001, ""maxlen_max"": 21, ""maxrun_max"": 8, ""rate_min"": 25, ""sellpct_max"": 55}"
000798,ma_base_breakout,24,0.300000,ok,,,default,formula_exit_or_5,5,-19.152730,-19.152730,1,0.000000,-0.041900,-0.055400,-0.756318,0.000000,0.000000,1,0.000000,-0.041900,-0.055400,-0.756318,0.000000,0.000000,-19.152730,,,,,,,,,ok,,,fixed_60,60,1,1.000000,0.234500,-0.077900,3.010270,0.000000,0.000000,75.630207,1,1.000000,0.234500,-0.077900,3.010270,0.000000,0.000000,75.630207,,,,,,,,,94.782936,,vwap_tradable_v1,"{""below_days_min"": 70, ""breakout_recent_days"": 8, ""long_ma"": 120, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""price_top_buffer"": 1.06, ""short_ma"": 7}"
000058,gs_pullback_confirm,24,0.300000,ok,,,loose,formula_exit_or_60,60,-6.730895,-6.730895,6,0.166667,-0.068033,-0.142167,-0.478546,0.000000,0.000000,4,0.250000,-0.054375,-0.116600,-0.466338,0.000000,0.000000,-6.877980,2,0.000000,-0.095350,-0.193300,-0.493275,0.000000,0.000000,-18.624091,ok,,,formula_exit_or_30,30,4,1.000000,0.151225,-0.037050,4.081646,0.000000,0.000000,87.953709,3,1.000000,0.149333,-0.041300,3.615819,0.000000,0.000000,84.236814,1,1.000000,0.156900,-0.024300,6.456790,0.000000,0.000000,80.578859,94.684604,99.202950,vwap_tradable_v1,"{""ma_pull_high"": 1.01, ""ma_pull_low"": 0.8200000000000001, ""maxlen_max"": 22, ""maxrun_max"": 6, ""rate_min"": 25, ""sellpct_max"": 40}"
002067,ma_base_breakout,24,0.300000,ok,,,strict_120_180,formula_exit_or_5,5,-22.689231,-22.689231,1,0.000000,-0.055100,-0.084300,-0.653618,0.000000,0.000000,1,0.000000,-0.055100,-0.084300,-0.653618,0.000000,0.000000,-22.689231,,,,,,,,,ok,,,fixed_60,60,1,1.000000,0.286100,-0.131400,2.177321,0.000000,0.000000,71.465465,1,1.000000,0.286100,-0.131400,2.177321,0.000000,0.000000,71.465465,,,,,,,,,94.154696,,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 8, ""long_ma"": 145, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""price_top_buffer"": 1.08, ""short_ma"": 9}"
