formula_id,variant_id,sell_rule,holding_days,stock_count,trade_count,win_rate,avg_ret,avg_dd,calmar,delay_buy_rate,delay_sell_rate,score,elapsed_sec,execution_model,params
gs_raw_buy,medium_x3_cooldown,formula_exit_or_10,10,5201,179508,0.382534,0.007098,-0.038072,0.186427,0.013153,0.010579,35.719721,129.855764,vwap_tradable_v1,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
gs_raw_buy,default,formula_exit_or_10,10,5201,245660,0.380176,0.007084,-0.036897,0.191985,0.012876,0.010799,35.670260,82.507028,vwap_tradable_v1,{}
gs_raw_buy,default,fixed_10,10,5201,244621,0.478491,0.002375,-0.058548,0.040559,0.012873,0.002359,35.592556,80.721346,vwap_tradable_v1,{}
gs_raw_buy,wide_band_cooldown,fixed_10,10,5201,185951,0.476717,0.002393,-0.058108,0.041181,0.012724,0.002200,35.554649,106.650132,vwap_tradable_v1,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
ma_base_breakout,early_60_120,fixed_60,60,5201,233,0.510730,0.029952,-0.143898,0.208150,0.017167,0.000000,51.167143,30.203833,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,early_60_120,fixed_20,20,5201,241,0.456432,0.004846,-0.093684,0.051728,0.016598,0.000000,36.208638,30.203617,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,strict_120_180,fixed_20,20,5201,765,0.440523,0.002655,-0.080901,0.032823,0.014379,0.001307,34.550652,70.121506,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,fixed_30,30,5201,764,0.425393,0.001761,-0.097338,0.018096,0.014398,0.002618,33.562795,70.121841,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,early_60_120,fixed_15,15,5201,243,0.411523,0.002035,-0.086246,0.023595,0.016461,0.000000,33.316535,30.203499,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,strict_120_180,formula_exit_or_30,30,5201,771,0.246433,0.008581,-0.036356,0.236021,0.014267,0.014267,32.578158,70.124110,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,early_60_120,fixed_30,30,5201,237,0.413502,0.000242,-0.105290,0.002296,0.016878,0.000000,32.368654,30.203730,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,strict_120_180,fixed_10,10,5201,769,0.440832,-0.002025,-0.059669,-0.033933,0.014304,0.005202,31.847892,70.120756,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,fixed_15,15,5201,765,0.422222,-0.001218,-0.071551,-0.017023,0.014379,0.002614,31.802596,70.121154,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,formula_exit_or_5,5,5201,772,0.351036,0.001767,-0.032736,0.053980,0.014249,0.010363,31.438421,70.122600,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,formula_exit_or_20,20,5201,771,0.278859,0.005127,-0.035740,0.143447,0.014267,0.011673,31.387012,70.123750,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,formula_exit_or_15,15,5201,771,0.289235,0.003655,-0.035155,0.103964,0.014267,0.010376,30.777863,70.123399,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,formula_exit_or_10,10,5201,772,0.326425,0.001772,-0.034295,0.051663,0.014249,0.011658,30.677874,70.122990,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,early_60_120,fixed_10,10,5201,247,0.408907,-0.003186,-0.077306,-0.041210,0.016194,0.004049,30.265810,30.203378,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,strict_120_180,fixed_5,5,5201,770,0.406494,-0.004270,-0.047005,-0.090847,0.014286,0.003896,29.423621,70.120316,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,strict_120_180,formula_exit_or_60,60,5201,771,0.211414,-0.001023,-0.037065,-0.027589,0.014267,0.015564,25.394870,70.124491,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,classic_90_145,fixed_60,60,5201,1208,0.407285,-0.016545,-0.171304,-0.096582,0.037252,0.001656,23.074084,30.595475,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_60,60,5201,1208,0.407285,-0.016545,-0.171304,-0.096582,0.037252,0.001656,23.074084,40.591906,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,formula_exit_or_5,5,5201,1262,0.295563,-0.008803,-0.044095,-0.199646,0.036450,0.015055,22.951847,30.596036,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_5,5,5201,1262,0.295563,-0.008803,-0.044095,-0.199646,0.036450,0.015055,22.951847,40.592609,vwap_tradable_v1,{}
ma_base_breakout,early_60_120,fixed_5,5,5201,249,0.377510,-0.015677,-0.063561,-0.246646,0.016064,0.000000,22.092872,30.203235,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,classic_90_145,formula_exit_or_10,10,5201,1251,0.255795,-0.009525,-0.046387,-0.205328,0.036771,0.015188,21.365329,30.596583,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_10,10,5201,1251,0.255795,-0.009525,-0.046387,-0.205328,0.036771,0.015188,21.365329,40.593232,vwap_tradable_v1,{}
ma_base_breakout,early_60_120,formula_exit_or_5,5,5201,249,0.281124,-0.012973,-0.047363,-0.273914,0.016064,0.008032,20.336456,30.203951,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,classic_90_145,fixed_5,5,5201,1259,0.351867,-0.016929,-0.061200,-0.276615,0.036537,0.003971,20.303421,30.592785,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_5,5,5201,1259,0.351867,-0.016929,-0.061200,-0.276615,0.036537,0.003971,20.303421,40.588796,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,formula_exit_or_15,15,5201,1247,0.234162,-0.010846,-0.047499,-0.228349,0.036889,0.016038,19.930668,30.597113,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_15,15,5201,1247,0.234162,-0.010846,-0.047499,-0.228349,0.036889,0.016038,19.930668,40.593813,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,fixed_10,10,5201,1234,0.362237,-0.019311,-0.079097,-0.244147,0.037277,0.001621,19.601793,30.593346,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_10,10,5201,1234,0.362237,-0.019311,-0.079097,-0.244147,0.037277,0.001621,19.601793,40.589590,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,formula_exit_or_20,20,5201,1246,0.228732,-0.011206,-0.047983,-0.233544,0.036918,0.017657,19.545404,30.597621,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_20,20,5201,1246,0.228732,-0.011206,-0.047983,-0.233544,0.036918,0.017657,19.545404,40.594416,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,fixed_30,30,5201,1213,0.349547,-0.021203,-0.125703,-0.168678,0.037098,0.003298,18.637360,30.594963,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_30,30,5201,1213,0.349547,-0.021203,-0.125703,-0.168678,0.037098,0.003298,18.637360,40.591366,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,formula_exit_or_30,30,5201,1242,0.202093,-0.013125,-0.048880,-0.268511,0.036232,0.016908,17.626487,30.598123,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_30,30,5201,1242,0.202093,-0.013125,-0.048880,-0.268511,0.036232,0.016908,17.626487,40.594969,vwap_tradable_v1,{}
ma_base_breakout,early_60_120,formula_exit_or_10,10,5201,247,0.234818,-0.015484,-0.050203,-0.308433,0.016194,0.008097,17.517349,30.204063,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,classic_90_145,fixed_15,15,5201,1226,0.362969,-0.024042,-0.094707,-0.253858,0.037520,0.005710,17.166438,30.593894,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_15,15,5201,1226,0.362969,-0.024042,-0.094707,-0.253858,0.037520,0.005710,17.166438,40.590240,vwap_tradable_v1,{}
ma_base_breakout,early_60_120,formula_exit_or_15,15,5201,245,0.200000,-0.015483,-0.050821,-0.304656,0.016327,0.008163,16.490394,30.204172,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,early_60_120,formula_exit_or_20,20,5201,245,0.200000,-0.015608,-0.050923,-0.306504,0.016327,0.008163,16.418502,30.204279,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,classic_90_145,formula_exit_or_60,60,5201,1241,0.177276,-0.014942,-0.049682,-0.300761,0.036261,0.019339,15.787289,30.598623,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,formula_exit_or_60,60,5201,1241,0.177276,-0.014942,-0.049682,-0.300761,0.036261,0.019339,15.787289,40.595526,vwap_tradable_v1,{}
ma_base_breakout,classic_90_145,fixed_20,20,5201,1221,0.344799,-0.026241,-0.107499,-0.244108,0.037674,0.001638,15.609601,30.594431,vwap_tradable_v1,"{""below_days_min"": 45, ""long_ma"": 145, ""ma5_rising_min"": 7, ""mid_ma"": 90, ""short_ma"": 5}"
ma_base_breakout,default,fixed_20,20,5201,1221,0.344799,-0.026241,-0.107499,-0.244108,0.037674,0.001638,15.609601,40.590812,vwap_tradable_v1,{}
ma_base_breakout,strict_120_180,fixed_60,60,5201,762,0.384514,-0.032040,-0.155975,-0.205419,0.014436,0.001312,14.330714,70.122170,vwap_tradable_v1,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
ma_base_breakout,early_60_120,formula_exit_or_30,30,5201,243,0.172840,-0.017814,-0.051547,-0.345591,0.016461,0.008230,14.303322,30.204383,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
ma_base_breakout,early_60_120,formula_exit_or_60,60,5201,243,0.152263,-0.022381,-0.052233,-0.428490,0.016461,0.012346,10.946643,30.204489,vwap_tradable_v1,"{""below_days_min"": 30, ""breakout_recent_days"": 5, ""long_ma"": 120, ""ma5_rising_min"": 5, ""mid_ma"": 60, ""short_ma"": 3}"
volume_base_breakout,case_301511_cooldown,fixed_60,60,5201,79783,0.452302,0.021790,-0.138572,0.157244,0.016319,0.002331,45.063558,116.047407,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,fixed_60,60,5201,122872,0.448727,0.019810,-0.139200,0.142310,0.014942,0.002279,43.905932,146.426479,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,default_broad,fixed_60,60,5201,176565,0.442234,0.018352,-0.147251,0.124633,0.012375,0.002396,42.918617,156.459683,vwap_tradable_v1,{}
volume_base_breakout,strict_two_month_box,fixed_60,60,5201,14501,0.431350,0.017406,-0.137874,0.126242,0.026136,0.002000,41.993108,68.527973,vwap_tradable_v1,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
volume_base_breakout,long_quiet_box,fixed_60,60,5201,24319,0.439492,0.013984,-0.134698,0.103820,0.021794,0.002262,40.455504,45.698700,vwap_tradable_v1,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
volume_base_breakout,case_301511_cooldown,fixed_30,30,5201,82325,0.445333,0.008512,-0.098743,0.086207,0.016411,0.002527,37.857834,115.927531,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,default_broad,fixed_30,30,5201,181489,0.443762,0.007836,-0.104733,0.074819,0.012408,0.002909,37.451805,156.179821,vwap_tradable_v1,{}
volume_base_breakout,case_301511_cooldown,fixed_20,20,5201,82907,0.467186,0.006236,-0.080971,0.077009,0.016464,0.002666,37.327093,115.802652,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,fixed_30,30,5201,126808,0.442393,0.007016,-0.098503,0.071222,0.015015,0.002563,36.959899,146.230452,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,fixed_20,20,5201,127630,0.462454,0.004528,-0.080841,0.056012,0.015075,0.002680,36.240179,146.015219,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_cooldown,fixed_15,15,5201,83349,0.467600,0.003948,-0.070917,0.055665,0.016449,0.002508,36.090542,115.675163,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,default_broad,fixed_15,15,5201,183520,0.462832,0.003812,-0.074239,0.051353,0.012380,0.002719,35.896956,155.587224,vwap_tradable_v1,{}
volume_base_breakout,default_broad,fixed_10,10,5201,184306,0.467098,0.003115,-0.060516,0.051476,0.012365,0.002952,35.674717,155.306639,vwap_tradable_v1,{}
volume_base_breakout,case_301511_cooldown,formula_exit_or_30,30,5201,83540,0.326993,0.009690,-0.041224,0.235066,0.016411,0.014257,35.523555,116.579936,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,fixed_15,15,5201,128268,0.466157,0.002976,-0.070577,0.042160,0.015070,0.002526,35.507320,145.801817,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,default_broad,fixed_5,5,5201,185536,0.471693,0.002358,-0.043749,0.053907,0.012397,0.003180,35.443730,155.009232,vwap_tradable_v1,{}
volume_base_breakout,default_broad,fixed_20,20,5201,182561,0.452588,0.003460,-0.085807,0.040321,0.012412,0.004179,35.343260,155.883654,vwap_tradable_v1,{}
volume_base_breakout,default_broad,formula_exit_or_5,5,5201,185724,0.414104,0.004806,-0.034530,0.139171,0.012384,0.007678,35.321124,156.749589,vwap_tradable_v1,{}
volume_base_breakout,case_301511_cooldown,formula_exit_or_60,60,5201,83510,0.326608,0.009252,-0.041220,0.224467,0.016417,0.015100,35.231608,116.672096,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_cooldown,fixed_10,10,5201,83749,0.467385,0.002380,-0.058096,0.040965,0.016394,0.002854,35.223826,115.546011,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_cooldown,formula_exit_or_20,20,5201,83687,0.330374,0.008761,-0.041147,0.212920,0.016418,0.013240,35.059800,116.480506,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,fixed_10,10,5201,128917,0.466750,0.001880,-0.057746,0.032549,0.015017,0.002692,34.927944,145.593617,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_broad,formula_exit_or_30,30,5201,128621,0.323446,0.008690,-0.040123,0.216592,0.015021,0.013932,34.841995,147.341136,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,case_301511_cooldown,formula_exit_or_15,15,5201,83832,0.342053,0.007619,-0.040997,0.185850,0.016414,0.011917,34.717207,116.374448,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""signal_cooldown_days"": 10, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
volume_base_breakout,long_quiet_box,formula_exit_or_30,30,5201,25548,0.329967,0.008175,-0.041845,0.195373,0.021841,0.011429,34.630880,45.817284,vwap_tradable_v1,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
volume_base_breakout,long_quiet_box,fixed_30,30,5201,25190,0.428662,0.003530,-0.094982,0.037163,0.021913,0.002263,34.568810,45.671670,vwap_tradable_v1,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
volume_base_breakout,case_301511_broad,formula_exit_or_60,60,5201,128583,0.323130,0.008255,-0.040122,0.205753,0.015025,0.014644,34.553611,147.522457,vwap_tradable_v1,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
