dif_sign,vol_bin,amt_bin,p60_bin,stage,n,win_rate,avg_ret,med_ret,avg_dd,med_dd,sharpe,calmar,score
below_zero,爆量,额爆,高位,1.5,832,0.5505,0.0486,0.0155,-0.0751,-0.0604,2.071,0.647,0.356
above_zero,温量,额温,新高,?,991,0.5086,0.0476,0.0039,-0.0705,-0.0557,1.652,0.676,0.344
below_zero,爆量,额爆,新高,1.5,272,0.5221,0.0454,0.0064,-0.0761,-0.0619,1.607,0.597,0.311
above_zero,平量,额平,高位,?,1818,0.522,0.0429,0.0076,-0.0765,-0.06,1.767,0.56,0.292
below_zero,爆量,额爆,中位,3,337,0.5608,0.0502,0.0192,-0.0971,-0.0808,1.961,0.517,0.29
below_zero,温量,额温,高位,2,1213,0.5177,0.0425,0.0035,-0.0791,-0.067,1.935,0.538,0.278
above_zero,温量,额温,高位,1.5,396,0.5303,0.0384,0.0093,-0.0787,-0.063,1.774,0.488,0.259
below_zero,爆量,额爆,高位,2,505,0.5188,0.0418,0.0062,-0.0846,-0.0669,1.817,0.494,0.256
above_zero,爆量,额爆,新高,1.5,1129,0.4898,0.0383,-0.0042,-0.0855,-0.071,1.568,0.447,0.219
above_zero,平量,额平,新高,?,1563,0.4837,0.0296,-0.0031,-0.0704,-0.0551,1.52,0.421,0.204
above_zero,爆量,额爆,高位,1.5,355,0.4648,0.0364,-0.0104,-0.0859,-0.071,1.481,0.424,0.197
above_zero,缩量,额减,高位,2,515,0.5417,0.0297,0.013,-0.0905,-0.0714,1.301,0.328,0.178
above_zero,温量,额温,高位,?,767,0.4615,0.025,-0.0087,-0.0844,-0.0687,1.135,0.296,0.137
above_zero,爆量,额爆,高位,?,217,0.4608,0.0237,-0.0241,-0.0829,-0.0739,1.241,0.286,0.132
above_zero,爆量,额爆,新高,2,2171,0.4445,0.0282,-0.0205,-0.1029,-0.0892,1.011,0.274,0.122
above_zero,爆量,额爆,新高,?,553,0.4611,0.021,-0.0091,-0.0806,-0.0677,0.975,0.261,0.12
above_zero,平量,额平,新高,2,3454,0.4618,0.0219,-0.0133,-0.0952,-0.0788,0.943,0.23,0.106
above_zero,温量,额温,新高,2,2993,0.4434,0.025,-0.0206,-0.104,-0.0883,0.931,0.24,0.106
above_zero,缩量,额减,新高,2,320,0.45,0.0208,-0.0193,-0.1038,-0.0811,0.779,0.2,0.09
above_zero,平量,额平,高位,2,2847,0.4524,0.0192,-0.0149,-0.1019,-0.0853,0.791,0.188,0.085
above_zero,平量,额平,中位,?,227,0.4626,0.0169,-0.0165,-0.1057,-0.085,0.674,0.16,0.074
above_zero,平量,额平,高位,3,1608,0.4639,0.0157,-0.0146,-0.1065,-0.0874,0.655,0.148,0.069
above_zero,温量,额温,高位,2,1591,0.4406,0.0172,-0.0223,-0.1113,-0.098,0.694,0.154,0.068
above_zero,爆量,额爆,高位,2,617,0.4068,0.0184,-0.0329,-0.1146,-0.0989,0.642,0.16,0.065
above_zero,温量,额爆,新高,2,394,0.4416,0.017,-0.0224,-0.1197,-0.0952,0.563,0.142,0.063
above_zero,缩量,额减,高位,3,210,0.4238,0.0115,-0.0273,-0.1021,-0.0766,0.521,0.113,0.048
above_zero,平量,额平,中位,3,362,0.4033,0.0153,-0.0385,-0.1288,-0.1183,0.539,0.119,0.048
above_zero,平量,额温,新高,2,550,0.4236,0.0038,-0.0337,-0.1302,-0.12,0.145,0.029,0.012
above_zero,平量,额平,新高,3,1821,0.4042,-0.0013,-0.0395,-0.1134,-0.1054,-0.057,-0.012,-0.005
above_zero,温量,额爆,新高,3,232,0.3836,-0.0028,-0.0531,-0.1342,-0.1288,-0.107,-0.021,-0.008
above_zero,温量,额温,新高,3,1684,0.3895,-0.0053,-0.0424,-0.1225,-0.1111,-0.225,-0.043,-0.017
above_zero,平量,额温,新高,3,294,0.3571,-0.006,-0.0538,-0.1299,-0.1217,-0.253,-0.046,-0.017
above_zero,爆量,额爆,高位,3,317,0.4164,-0.0112,-0.0471,-0.134,-0.1212,-0.445,-0.083,-0.035
above_zero,爆量,额爆,新高,3,1433,0.3147,-0.0205,-0.0674,-0.1346,-0.1288,-0.783,-0.152,-0.048
above_zero,温量,额温,高位,3,904,0.3783,-0.0175,-0.0508,-0.1231,-0.113,-0.794,-0.142,-0.054
above_zero,温量,额温,中位,3,235,0.3574,-0.0265,-0.0554,-0.1415,-0.1283,-1.086,-0.187,-0.067
