dif_sign,vol_bin,amt_bin,p60_bin,stage,n,win_rate,avg_ret,med_ret,avg_dd,med_dd,sharpe,calmar,score
above_zero,缩量,额减,新高,2,328,0.4268,0.0115,-0.0158,-0.0763,-0.0589,0.982,0.151,0.064
above_zero,爆量,额爆,高位,?,217,0.5253,0.0063,0.0029,-0.0547,-0.0423,1.047,0.115,0.061
above_zero,爆量,额爆,新高,2,2217,0.4362,0.0078,-0.0164,-0.0787,-0.0625,0.801,0.099,0.043
above_zero,温量,额温,新高,2,3085,0.4418,0.0074,-0.0147,-0.0762,-0.0594,0.793,0.098,0.043
above_zero,缩量,额减,高位,2,527,0.4839,0.0058,-0.0027,-0.0644,-0.0499,0.78,0.089,0.043
above_zero,平量,额平,高位,2,2965,0.4583,0.0046,-0.0095,-0.0724,-0.0549,0.563,0.064,0.029
above_zero,温量,额爆,新高,2,404,0.453,0.0054,-0.015,-0.0863,-0.069,0.526,0.063,0.028
above_zero,温量,额温,高位,2,1641,0.4321,-0.0,-0.0192,-0.0804,-0.0671,-0.002,-0.0,-0.0
above_zero,平量,额平,高位,3,1620,0.442,-0.001,-0.0156,-0.0737,-0.0595,-0.115,-0.013,-0.006
above_zero,平量,额温,新高,2,568,0.419,-0.0022,-0.0268,-0.0931,-0.078,-0.213,-0.024,-0.01
above_zero,温量,额爆,新高,3,235,0.3915,-0.0058,-0.0307,-0.0974,-0.0878,-0.643,-0.06,-0.023
above_zero,爆量,额爆,高位,2,628,0.3981,-0.0054,-0.0261,-0.0844,-0.0678,-0.562,-0.064,-0.025
above_zero,缩量,额减,高位,3,212,0.3962,-0.005,-0.0192,-0.0659,-0.0531,-0.7,-0.076,-0.03
above_zero,温量,额温,新高,3,1694,0.3949,-0.0069,-0.027,-0.088,-0.0768,-0.734,-0.079,-0.031
above_zero,爆量,额爆,新高,3,1441,0.3796,-0.0081,-0.0354,-0.0928,-0.0815,-0.816,-0.087,-0.033
above_zero,平量,额平,中位,3,372,0.4382,-0.0082,-0.0269,-0.0942,-0.0759,-0.838,-0.087,-0.038
above_zero,平量,额平,新高,3,1829,0.4079,-0.0079,-0.0212,-0.0786,-0.0679,-0.94,-0.1,-0.041
above_zero,平量,额温,新高,3,295,0.339,-0.0129,-0.0391,-0.0969,-0.0828,-1.361,-0.134,-0.045
above_zero,爆量,额爆,高位,3,318,0.3396,-0.0265,-0.0482,-0.1007,-0.0877,-2.6,-0.263,-0.089
above_zero,温量,额温,高位,3,906,0.4095,-0.0192,-0.0276,-0.0876,-0.0753,-2.403,-0.219,-0.09
above_zero,温量,额温,中位,3,240,0.35,-0.0392,-0.0572,-0.1114,-0.0977,-3.779,-0.352,-0.123
